TraesCS1A03G0096400.1	8
TraesCS1A03G0096500LC.1	2
TraesCS1A03G0096600.1	27
TraesCS1A03G0096700.1	79
TraesCS1A03G0100900.1	5
TraesCS1A03G0101300LC.1	1
TraesCS1A03G0101400LC.1	2
TraesCS1A03G0102500LC.1	2
TraesCS1A03G0103400.1	245
TraesCS1A03G0103700.1	5
TraesCS1A03G0104200.1	91
TraesCS1A03G0107600LC.1	6
TraesCS1A03G0108500.1	4
TraesCS1A03G0109300.1	1
TraesCS1A03G0110400LC.1	1
TraesCS1A03G0110900.1	16
TraesCS1A03G0111400.1	388
TraesCS1A03G0111500.1	211
TraesCS1A03G0111700.1	115
TraesCS1A03G0112100LC.1	6
TraesCS1A03G0112200.1	5
TraesCS1A03G0112500.1	67
TraesCS1A03G0113200LC.1	1
TraesCS1A03G0114300.2	7
TraesCS1A03G0114700.1	104
TraesCS1A03G0114800LC.1	1
TraesCS1A03G0115600.1	1
TraesCS1A03G0117000.1	3
TraesCS1A03G0117100.1	15
TraesCS1A03G0118800.1	5
TraesCS1A03G0119400LC.1	2
TraesCS1A03G0119500LC.1	1
TraesCS1A03G0119600.2	6
TraesCS1A03G0120100.1	266
TraesCS1A03G0123700LC.1	5
TraesCS1A03G0127300.1	7
TraesCS1A03G0127500.1	1279
TraesCS1A03G0127600.1	3
TraesCS1A03G0127800.1	25
TraesCS1A03G0128500.1	10
TraesCS1A03G0128600.2	31
TraesCS1A03G0130600LC.1	8
TraesCS1A03G0132600LC.1	5
TraesCS1A03G0135200.1	2
TraesCS1A03G0135500.2	11
TraesCS1A03G0135600.1	6
TraesCS1A03G0135800.1	138
TraesCS1A03G0136400LC.1	16
TraesCS1A03G0136900.1	4
TraesCS1A03G0137800.1	5
TraesCS1A03G0139800.1	1
TraesCS1A03G0140800.1	1
TraesCS1A03G0141300.1	10
TraesCS1A03G0141400.1	166
TraesCS1A03G0142200.3	3
TraesCS1A03G0142800.1	18
TraesCS1A03G0143500.1	13
TraesCS1A03G0143700LC.1	1
TraesCS1A03G0143800.1	26
TraesCS1A03G0145200LC.1	4
TraesCS1A03G0145300LC.1	1
TraesCS1A03G0146700.1	4
TraesCS1A03G0148400LC.1	1
TraesCS1A03G0148500LC.2	4
TraesCS1A03G0148800.1	321
TraesCS1A03G0150700.1	184
TraesCS1A03G0151500.1	21
TraesCS1A03G0153500LC.1	1
TraesCS1A03G0153600LC.1	1
TraesCS1A03G0153700.1	17
TraesCS1A03G0154200.1	24
TraesCS1A03G0155800.1	233
TraesCS1A03G0156300.1	14
TraesCS1A03G0156400LC.2	1
TraesCS1A03G0159700.1	1
TraesCS1A03G0160100.2	21
TraesCS1A03G0160200LC.1	12
TraesCS1A03G0160300LC.1	4
TraesCS1A03G0160400LC.1	100
TraesCS1A03G0162800.1	22
TraesCS1A03G0163300.1	48
TraesCS1A03G0163700LC.1	1
TraesCS1A03G0164000.1	32
TraesCS1A03G0164400LC.2	3
TraesCS1A03G0164500.1	10
TraesCS1A03G0164800.1	53
TraesCS1A03G0165500LC.1	3
TraesCS1A03G0165600LC.1	2
TraesCS1A03G0166300.2	12
TraesCS1A03G0166400.1	28
TraesCS1A03G0166500LC.1	10
TraesCS1A03G0167200LC.1	191
TraesCS1A03G0167300.2	446
TraesCS1A03G0167500.1	2
TraesCS1A03G0170000LC.1	4
TraesCS1A03G0170400.1	7
TraesCS1A03G0170500.1	7
TraesCS1A03G0170700.1	394
TraesCS1A03G0170900.1	21
TraesCS1A03G0171600.1	6
TraesCS1A03G0171900LC.1	2
TraesCS1A03G0172200.1	58
TraesCS1A03G0172300.1	5
TraesCS1A03G0172400LC.1	1
TraesCS1A03G0172500.1	130
TraesCS1A03G0172700.1	18
TraesCS1A03G0174000.1	6
TraesCS1A03G0174100.1	1
TraesCS1A03G0174600LC.1	2
TraesCS1A03G0174800.1	2
TraesCS1A03G0174900.1	10
TraesCS1A03G0175200.1	5
TraesCS1A03G0175400.1	14
TraesCS1A03G0176100.1	5
TraesCS1A03G0177500.1	349
TraesCS1A03G0178400.2	20
TraesCS1A03G0178800.1	6
TraesCS1A03G0179100.1	3
TraesCS1A03G0180400LC.1	1
TraesCS1A03G0181000LC.1	1
TraesCS1A03G0181200.1	4
TraesCS1A03G0185000LC.1	3
TraesCS1A03G0185500.2	47
TraesCS1A03G0185800.1	1
TraesCS1A03G0186000.1	27
TraesCS1A03G0188300LC.1	2
