"gene","sample","pval","adjpval","MAF","delta","rref","ralt"
"TraesCS2A03G1240000","CSxP2",0.013983,0.0692358257142857,0.662778361145253,1.25633974859992,43,18
"TraesCS2A03G1242600","CSxP2",0.429585,0.73311869980315,0.618222074096842,-0.415037493267614,6,8
"TraesCS2A03G1244900","CSxP2",2.3e-05,0.000229404316546763,0.968988479058646,-4.16992486518779,1,18
"TraesCS2A03G1245100","CSxP2",0.001662,0.0114295476190476,0.904959287475737,3.80735478809307,14,1
"TraesCS2A03G1245300","CSxP2",0.627881,0.875273290737392,0.589306580015507,-0.24100809748604,11,13
"TraesCS2A03G1245600","CSxP2",0.155985,0.4031648098434,0.619633075287079,0.0671141957024013,44,42
"TraesCS2A03G1245900","CSxP2",0.968767,1,0.533024778401984,0.392317420631893,21,16
"TraesCS2A03G1246600","CSxP2",0.078786,0.252536121939954,0.73080466259722,-1.13750350801144,5,11
"TraesCS2A03G1249400","CSxP2",4e-06,4.46505636070853e-05,0.616442439645321,0.178337241195447,301,266
"TraesCS2A03G1251300","CSxP2",0.047362,0.17491389664358,0.703812376266791,-0.559427406173369,19,28
"TraesCS2A03G1253800","CSxP2",0.913748,1,0.521379634191913,0.23815973663184,46,39
"TraesCS2A03G1256000","CSxP2",0.031315,0.128336229314421,0.570495579263872,0.672114449225821,145,91
"TraesCS2A03G1256800","CSxP2",0.232369,0.516110832425505,0.647580370766573,0.777607574369817,24,14
"TraesCS2A03G1259500","CSxP2",1e-06,1.16897133220911e-05,0.904816755479841,-2.80735489114271,4,28
"TraesCS2A03G1260000","CSxP2",0.045545,0.169832135556751,0.597945184543503,-0.310340120053688,50,62
"TraesCS2A03G1262500","CSxP2",0.010095,0.0523791467065868,0.805419330896582,2.41503746020585,16,3
"TraesCS2A03G1264000","CSxP2",0.946024,1,0.516346284381469,0.169925000941376,36,32
"TraesCS2A03G1264100","CSxP2",0.013743,0.0682424613180516,0.581043609085264,-0.210987657909643,127,147
"TraesCS2A03G1271900","CSxP2",0.706135,0.926895804619462,0.546004152535267,0,14,14
"TraesCS2A03G1272100","CSxP2",5e-06,5.51033386327504e-05,0.663241484346994,1.25815218331954,177,74
"TraesCS2A03G1272900","CSxP2",0.456115,0.758408641265277,0.609057683616912,-0.362570074804724,7,9
"TraesCS2A03G1274000","CSxP2",0.152571,0.397602320300752,0.624947305077608,-0.459431617653641,40,55
"TraesCS2A03G1274900","CSxP2",0.062561,0.214795865279842,0.691312418847361,-0.874469112451387,12,22
"TraesCS2A03G1278700","CSxP2",0.001373,0.00966961218274112,0.993350016372293,26.7129282959642,11,0
"TraesCS2A03G1278800","CSxP2",0.252378,0.540631735475896,0.571368903935485,0.243925582767974,225,190
"TraesCS2A03G1280900","CSxP2",0.123073,0.346349919740576,0.75833823258683,1.99999994589894,8,2
"TraesCS2A03G1281600","CSxP2",0.123625,0.34641787388844,0.75833823258683,1.99999994589894,8,2
"TraesCS2A03G1281700","CSxP2",0.052981,0.188630863893169,0.619443733595349,0.450914535328843,190,139
"TraesCS2A03G1282700","CSxP2",0.227101,0.507520631239936,0.633363790739854,0.547487794426363,76,52
"TraesCS2A03G1283200","CSxP2",0.000231,0.00196718918918919,0.780185966228239,-1.4447848376022,18,49
"TraesCS2A03G1283300","CSxP2",0,0,0.830506917623651,2.64081573226684,237,38
"TraesCS2A03G1284000","CSxP2",0.850932,0.985881226604278,0.565661277460598,0.0931094037903588,16,15
"TraesCS2A03G1285500","CSxP2",0.003263,0.0203044129263914,0.70195063701361,0.58496249951891,60,40
"TraesCS2A03G1287000","CSxP2",0.305985,0.607416251932436,0.631134384822719,1.05444777826804,27,13
"TraesCS2A03G1288600","CSxP2",0.087098,0.27297727124774,0.575329819833066,0.225108850328933,443,379
"TraesCS2A03G1292000","CSxP2",0,0,0.770372953141992,1.75097244968675,138,41
"TraesCS2A03G1293000","CSxP2",6e-05,0.000562054054054054,0.672636500962477,0.450914535328843,190,139
"TraesCS2A03G1293100","CSxP2",0.08952,0.277652187919463,0.617504711557044,0.938599454377545,138,72
"TraesCS2A03G1294000","CSxP2",0.034077,0.136623345286293,0.737799107970404,-1.19264506634931,7,16
"TraesCS2A03G1294300","CSxP2",0,0,0.860923857556157,-2.06054153880121,35,146
"TraesCS2A03G1295700","CSxP2",0.071218,0.236778501678657,0.61426167304813,0.905672616600445,148,79
"TraesCS2A03G1295800","CSxP2",0.328588,0.63749566638679,0.665930843914685,-0.700439711205058,8,13
"TraesCS2A03G1299100","CSxP2",0.049513,0.180075611752361,0.671515233369639,1.12338241271787,61,28
"TraesCS2A03G1299200","CSxP2",0,0,0.750175275145364,-1.17150085610484,305,687
"TraesCS2A03G1300500","CSxP2",1,1,0.548684833917807,0,5,5
"TraesCS2A03G1300600","CSxP2",0.991938,1,0.531115042088886,0.452512202653202,26,19
"TraesCS2A03G1301600","CSxP2",0.007444,0.0405993768686074,0.764571063475282,-1.37851161437561,10,26
"TraesCS2A03G1302200","CSxP2",0.871288,0.995572080435141,0.536055564414221,0.476438042178822,32,23
"TraesCS2A03G1302600","CSxP2",0,0,0.909482117181289,3.35755197206948,41,4
"TraesCS2A03G1305000","CSxP2",0.570163,0.84218408608566,0.583978964798268,0.652076695746969,99,63
"TraesCS2A03G1307900","CSxP2",0.363259,0.669591944958984,0.653961076202192,1.22239239385654,7,3
"TraesCS2A03G1308200","CSxP2",0.150167,0.3934080287226,0.672268352431909,0.206450875987739,15,13
"TraesCS2A03G1308700","CSxP2",1,1,0.509941372463869,0.321928093083994,20,16
"TraesCS2A03G1308900","CSxP2",0.409104,0.710932295813487,0.601646595800517,0.874469116701751,99,54
"TraesCS2A03G1310800","CSxP2",0.434859,0.737911908957416,0.611077605981134,0.917537832264524,17,9
"TraesCS2A03G1311300","CSxP2",0.001294,0.0091530693877551,0.790537166901349,2.27301847533631,29,6
"TraesCS2A03G1313500","CSxP2",0.211995,0.485242285525882,0.590402008341359,0.796466602693539,33,19
"TraesCS2A03G1320000","CSxP2",0.43248,0.735154068661108,0.546802351146537,0.292640867792385,256,209
"TraesCS2A03G1320500","CSxP2",0,0,0.670327129253121,-0.745267404705288,1109,1859
"TraesCS2A03G1324400","CSxP2",0.039044,0.151202797765363,0.660616429054246,1.24792750822331,38,16
