gene_id	meth_CS	cov_CS	meth_CSxP	cov_CSxP	meth_P	cov_P	pct_CS	pct_CSxP	pct_P	subgenome	category.x	category.y
TraesCS1B03G0504700	8	215	3	191	6	258	3.72093023255814	1.57068062827225	2.32558139534884	B	conserved_mC	Trans only
TraesCS1B03G0507000	72	105	73	100	47	74	68.5714285714286	73	63.5135135135135	B	overdominant	Conserved
TraesCS1B03G0512400	38	328	31	260	20	313	11.5853658536585	11.9230769230769	6.38977635782748	B	conserved_mC	Conserved
TraesCS1B03G0513500	7	509	9	569	14	649	1.37524557956778	1.5817223198594	2.15716486902928	B	conserved_mC	Conserved
TraesCS1B03G0515400	20	403	29	305	22	379	4.96277915632754	9.50819672131148	5.80474934036939	B	conserved_mC	Conserved
TraesCS1B03G0516100	141	259	152	251	121	232	54.4401544401544	60.5577689243028	52.1551724137931	B	overdominant	Conserved
TraesCS1B03G0517600	156	350	144	394	138	361	44.5714285714286	36.5482233502538	38.2271468144044	B	conserved_mC	Conserved
TraesCS1B03G0521200	6	472	4	329	2	209	1.27118644067797	1.21580547112462	0.956937799043062	B	conserved_mC	Conserved
TraesCS1B03G0533000	200	388	272	458	417	649	51.5463917525773	59.3886462882096	64.2526964560863	B	conserved_mC	Conserved
TraesCS1B03G0533700	18	904	21	1062	25	1011	1.99115044247788	1.9774011299435	2.47279920870425	B	conserved_mC	Conserved
TraesCS1B03G0536900	238	315	255	326	295	345	75.5555555555556	78.2208588957055	85.5072463768116	B	conserved_mC	Conserved
TraesCS1B03G0537300	152	205	183	218	310	365	74.1463414634146	83.9449541284404	84.9315068493151	B	conserved_mC	Conserved
TraesCS1B03G0540000	120	389	90	362	111	357	30.8483290488432	24.8618784530387	31.0924369747899	B	conserved_mC	Conserved
TraesCS1B03G0541100	173	336	200	346	194	332	51.4880952380953	57.8034682080925	58.433734939759	B	conserved_mC	Conserved
TraesCS1B03G0541300	58	141	76	161	90	224	41.1347517730496	47.2049689440994	40.1785714285714	B	conserved_mC	Conserved
TraesCS1B03G0544000	21	98	18	80	1	93	21.4285714285714	22.5	1.0752688172043	B	CS_dominant	Conserved
TraesCS1B03G0549000	99	255	86	375	66	310	38.8235294117647	22.9333333333333	21.2903225806452	B	P_dominant	Conserved
TraesCS1B03G0550700	17	539	10	495	23	709	3.15398886827458	2.02020202020202	3.24400564174894	B	conserved_mC	Conserved
TraesCS1B03G0551400	81	163	109	188	88	179	49.6932515337423	57.9787234042553	49.1620111731844	B	overdominant	Conserved
TraesCS1B03G0552300	31	106	23	76	22	101	29.2452830188679	30.2631578947368	21.7821782178218	B	conserved_mC	Conserved
TraesCS1B03G0562200	158	381	172	353	302	517	41.4698162729659	48.7252124645892	58.4139264990329	B	additive	Conserved
TraesCS1B03G0563500	395	496	295	340	286	349	79.6370967741936	86.764705882353	81.9484240687679	B	conserved_mC	Conserved
TraesCS1B03G0564700	46	105	39	87	44	124	43.8095238095238	44.8275862068966	35.4838709677419	B	conserved_mC	Conserved
TraesCS1B03G0565000	15	630	11	548	12	639	2.38095238095238	2.00729927007299	1.87793427230047	B	conserved_mC	Conserved
TraesCS1B03G0565300	150	330	112	199	84	137	45.4545454545455	56.2814070351759	61.3138686131387	B	additive	Conserved
TraesCS1B03G0587600	159	508	181	421	234	552	31.2992125984252	42.9928741092637	42.3913043478261	B	P_dominant	Conserved
TraesCS1B03G0591000	16	372	14	367	21	426	4.3010752688172	3.81471389645777	4.92957746478873	B	conserved_mC	Conserved
TraesCS1B03G0591800	60	542	70	554	104	807	11.070110701107	12.6353790613718	12.8872366790582	B	conserved_mC	Conserved
TraesCS1B03G0592200	34	736	35	626	44	864	4.61956521739131	5.59105431309904	5.09259259259259	B	conserved_mC	Conserved
TraesCS1B03G0594300	16	658	14	775	18	865	2.43161094224924	1.80645161290323	2.08092485549133	B	conserved_mC	Conserved
TraesCS1B03G0596600	19	784	7	740	20	1118	2.4234693877551	0.945945945945946	1.78890876565295	B	conserved_mC	Conserved
TraesCS1B03G0597800	40	307	59	374	55	435	13.0293159609121	15.7754010695187	12.6436781609195	B	conserved_mC	Conserved
TraesCS1B03G0598300	151	261	133	234	201	333	57.8544061302682	56.8376068376068	60.3603603603604	B	conserved_mC	Conserved
TraesCS1B03G0599800	24	1175	11	861	17	1232	2.04255319148936	1.27758420441347	1.37987012987013	B	conserved_mC	Conserved
TraesCS1B03G0600400	76	245	111	322	142	368	31.0204081632653	34.472049689441	38.5869565217391	B	conserved_mC	Conserved
TraesCS1B03G0601000	268	507	389	594	316	472	52.8599605522683	65.4882154882155	66.9491525423729	B	P_dominant	Conserved
TraesCS1B03G0604000	10	785	9	696	23	874	1.27388535031847	1.29310344827586	2.63157894736842	B	conserved_mC	Conserved
TraesCS1B03G0607400	66	391	49	436	55	507	16.8797953964194	11.2385321100917	10.8481262327416	B	conserved_mC	Conserved
TraesCS1B03G0607600	146	158	152	164	169	185	92.4050632911393	92.6829268292683	91.3513513513514	B	conserved_mC	Conserved
TraesCS1B03G0609800	129	198	165	272	212	295	65.1515151515152	60.6617647058824	71.864406779661	B	CS_dominant	Conserved
TraesCS1B03G0611500	315	384	191	246	242	305	82.03125	77.6422764227642	79.344262295082	B	conserved_mC	Conserved
TraesCS1B03G0612700	19	531	25	492	15	539	3.57815442561205	5.08130081300813	2.78293135435993	B	conserved_mC	Conserved
TraesCS1B03G0613600	162	228	170	230	213	299	71.0526315789474	73.9130434782609	71.2374581939799	B	conserved_mC	Conserved
