"gene","category"
"TraesCS1B03G0084600","Ambiguous"
"TraesCS4B03G0977300","Ambiguous"
"TraesCS2B03G1457000","Ambiguous"
"TraesCS2B03G0528800","Ambiguous"
"TraesCS4B03G0034700","Ambiguous"
"TraesCS1B03G0962400","Conserved"
"TraesCS3B03G1109400","Conserved"
"TraesCS2B03G0474800","Ambiguous"
"TraesCS2B03G1135100","Compensatory"
"TraesCS2B03G1138900","Ambiguous"
"TraesCS5B03G0181500","Ambiguous"
"TraesCS2B03G1487700","Ambiguous"
"TraesCS3B03G0725400","Conserved"
"TraesCS1B03G0662800","Conserved"
"TraesCS1B03G0620900","Ambiguous"
"TraesCS3B03G1176300","Ambiguous"
"TraesCS1B03G0988100","Conserved"
"TraesCS5B03G0973000","Conserved"
"TraesCS1B03G0549500","Ambiguous"
"TraesCS4B03G0599100","Ambiguous"
"TraesCS1B03G1152500","Ambiguous"
"TraesCS1B03G0805100","Conserved"
"TraesCS2B03G1316600","Conserved"
"TraesCS6B03G0316000","Conserved"
"TraesCS3B03G0516800","Ambiguous"
"TraesCS5B03G0571900","Ambiguous"
"TraesCS1B03G0758600","Conserved"
"TraesCS1B03G0963300","Ambiguous"
"TraesCS7B03G1183600","Ambiguous"
"TraesCS7B03G0641900","Conserved"
"TraesCS6B03G1142900","Compensatory"
"TraesCS6B03G0325100","Conserved"
"TraesCS2B03G0172800","Ambiguous"
"TraesCS1B03G0719800","Conserved"
"TraesCS2B03G0889000","Ambiguous"
"TraesCS3B03G0806900","Ambiguous"
"TraesCS1B03G1171300","Conserved"
"TraesCS3B03G0553200","Conserved"
"TraesCS6B03G0086300","Cis × trans"
"TraesCS3B03G0468000","Conserved"
"TraesCS6B03G1035800","Conserved"
"TraesCS6B03G0405500","Conserved"
"TraesCS1B03G1200700","Conserved"
"TraesCS1B03G0795600","Conserved"
"TraesCS3B03G1474300","Cis × trans"
"TraesCS5B03G1309900","Ambiguous"
"TraesCS7B03G0850600","Conserved"
"TraesCS6B03G1054200","Conserved"
"TraesCS5B03G0834500","Conserved"
"TraesCS7B03G0162100","Ambiguous"
"TraesCS4B03G0693000","Conserved"
"TraesCS1B03G0749800","Ambiguous"
"TraesCS6B03G1096300","Conserved"
"TraesCS3B03G0438600","Ambiguous"
"TraesCS3B03G0365600","Ambiguous"
"TraesCS3B03G0341300","Conserved"
"TraesCS1D03G0285000","Ambiguous"
"TraesCS5D03G1185800","Conserved"
"TraesCS2D03G0844600","Ambiguous"
"TraesCS5D03G1189100","Ambiguous"
"TraesCS7D03G1023900","Conserved"
"TraesCS1D03G0757900","Conserved"
"TraesCS6D03G0836700","Cis only"
"TraesCS6D03G0656500","Conserved"
"TraesCS7D03G1042900","Conserved"
"TraesCS7D03G0948800","Conserved"
"TraesCS4D03G0396700","Ambiguous"
"TraesCS7D03G0827400","Conserved"
"TraesCS1D03G0151500","Ambiguous"
"TraesCS2D03G0126300","Ambiguous"
"TraesCS2D03G0015400","Ambiguous"
"TraesCS7D03G0640600","Conserved"
"TraesCS6D03G0902800","Conserved"
"TraesCS1D03G0221100","Conserved"
"TraesCS7D03G0460500","Ambiguous"
"TraesCS3D03G0972900","Conserved"
"TraesCS2D03G0291500","Cis × trans"
"TraesCS7D03G0347800","Compensatory"
"TraesCS1D03G0640900","Ambiguous"
"TraesCS4D03G0544400","Conserved"
"TraesCS5D03G0234500","Conserved"
"TraesCS7D03G0600300","Conserved"
"TraesCS1D03G1013100","Ambiguous"
"TraesCS4D03G0226400","Ambiguous"
"TraesCS4D03G0092400","Ambiguous"
"TraesCS6D03G0854300","Ambiguous"
"TraesCS5D03G1107700","Ambiguous"
"TraesCS6D03G0271400","Ambiguous"
"TraesCS4D03G0313400","Conserved"
"TraesCS5D03G1169800","Ambiguous"
"TraesCS1D03G0100000","Ambiguous"
"TraesCS2D03G0893500","Ambiguous"
"TraesCS7D03G0347400","Trans only"
"TraesCS1D03G0822400","Conserved"
"TraesCS5D03G1172500","Conserved"
"TraesCS6D03G0889100","Trans only"
"TraesCS6D03G0561900","Ambiguous"
"TraesCS3D03G0817100","Conserved"
"TraesCS4D03G0680500","Conserved"
"TraesCS6D03G0876600","Conserved"
"TraesCS2D03G1064400","Ambiguous"
"TraesCS6D03G0892800","Cis × trans"
"TraesCS2D03G0281400","Ambiguous"
"TraesCS6D03G0843900","Ambiguous"
"TraesCS5D03G1111200","Conserved"
"TraesCS3D03G0627400","Conserved"
"TraesCS2D03G0238000","Ambiguous"
"TraesCS7D03G1108500","Conserved"
"TraesCS7D03G0678300","Conserved"
"TraesCS5D03G1169500","Ambiguous"
"TraesCS1D03G0138400","Cis only"
