"gene","sample","pval","adjpval","MAF","delta","rref","ralt"
"TraesCS1A03G0039500","CSxP1",0.672629,0.925277262175779,0.578947368421053,-0.459431616178158,16,22
"TraesCS1A03G0272200","CSxP1",1,1,0.5,0,5,5
"TraesCS1A03G0273000","CSxP1",0.48791,0.789533666886109,0.533834586466165,0.195550808822844,71,62
"TraesCS1A03G0004900","CSxP1",0.343674,0.64742140341924,0.7,1.22239239385654,7,3
"TraesCS1A03G0005200","CSxP1",0.387214,0.694616097158125,0.666666666666667,0.999999981966312,8,4
"TraesCS1A03G0056400","CSxP1",0.044194,0.157153181467181,0.666666666666667,0.999999994847518,28,14
"TraesCS1A03G0056500","CSxP1",0.030594,0.118827934633632,0.777777777777778,1.80735489629519,14,4
"TraesCS1A03G0056600","CSxP1",0.005657,0.0291933781512605,0.611038350867282,-0.648351206622253,141,221
"TraesCS1A03G0057600","CSxP1",0.736366,0.966554039979141,0.559929447442404,0,25,25
"TraesCS1A03G0059700","CSxP1",0.523482,0.821402695596681,0.625788426655511,-0.736965589357223,12,20
"TraesCS1A03G0066600","CSxP1",0.025302,0.101704929623568,0.600445160732933,-0.258490480599541,265,317
"TraesCS1A03G0067500","CSxP1",0.268376,0.562815870307167,0.553183367857755,-0.0438876439843101,259,267
"TraesCS1A03G0068100","CSxP1",0,0,0.744152246488869,1.53912682544715,5638,1940
"TraesCS1A03G0068200","CSxP1",0.165567,0.411432598988196,0.576149833236702,0,132,132
"TraesCS1A03G0068800","CSxP1",0.371708,0.680433427080745,0.547223595026588,0.0181473467045525,320,316
"TraesCS1A03G0069100","CSxP1",0.117398,0.325901686348251,0.631861941977765,0.774933443032867,77,45
"TraesCS1A03G0069300","CSxP1",0.019906,0.0841761239242685,0.64112020550912,-0.835369296983766,51,91
"TraesCS1A03G0070800","CSxP1",0.090996,0.274665517410897,0.612367447408963,0.614709843593826,147,96
"TraesCS1A03G0070900","CSxP1",0,0,0.731028866947817,1.41503749863935,376,141
"TraesCS1A03G0329700","CSxP1",7.9e-05,0.000611420168067227,0.947368421052631,4.16992486518779,18,1
"TraesCS1A03G0073700","CSxP1",0.460503,0.765047599549042,0.602977487576825,0.601450621813767,44,29
"TraesCS1A03G0074000","CSxP1",0.99323,1,0.534476023716985,0.199308807533947,31,27
"TraesCS1A03G0076000","CSxP1",0,0,0.752149164806121,1.59928928202733,1518,501
"TraesCS1A03G0082100","CSxP1",0.930691,1,0.542848799732261,0.082462159720504,18,17
"TraesCS1A03G0352100","CSxP1",0.804155,0.98061459407579,0.5625,0.362570074804724,9,7
"TraesCS1A03G0084400","CSxP1",0.175809,0.427738062726973,0.577156813010674,0.418829078058572,127,95
"TraesCS1A03G0084800","CSxP1",0.909269,1,0.504885993485344,-0.0281968918122816,152,155
"TraesCS1A03G0364800","CSxP1",0.361726,0.666733100724819,0.6,0.58496249671367,18,12
"TraesCS1A03G0090000","CSxP1",0,0,0.753394324409102,1.55179563462547,129,44
"TraesCS1A03G0093500","CSxP1",0.102853,0.29811994649882,0.703753383460124,1.24792750300303,19,8
"TraesCS1A03G0094000","CSxP1",0.003806,0.0205590967741935,0.772070081307038,1.63742990973783,28,9
"TraesCS1A03G0096600","CSxP1",0.548852,0.836653145454545,0.636363636363636,0.807354906600158,7,4
"TraesCS1A03G0096700","CSxP1",0.000196,0.00142138582677165,0.628440366972477,-0.758182079347859,81,137
"TraesCS1A03G0403100","CSxP1",0.7453,0.966554039979141,0.54707821584795,0.273018493369997,29,24
"TraesCS1A03G0404300","CSxP1",0.803808,0.98061459407579,0.5625,-0.362570074804724,7,9
"TraesCS1A03G0103400","CSxP1",0.000259,0.00183315273775216,0.630333237667389,0.444302093470595,166,122
"TraesCS1A03G0407200","CSxP1",0.571396,0.854906333265679,0.571428571428572,-0.415037496273229,12,16
"TraesCS1A03G0408100","CSxP1",0.710755,0.949039222161869,0.551724137931035,0.299560279778098,16,13
"TraesCS1A03G0104200","CSxP1",1,1,0.51919530112878,0,26,26
"TraesCS1A03G0409400","CSxP1",0.55859,0.84279571007371,0.583589335523305,-0.485426825521447,25,35
"TraesCS1A03G0410200","CSxP1",2e-06,1.89165596919127e-05,0.958333333333333,-4.5235618180601,1,23
"TraesCS1A03G0413200","CSxP1",1,1,0.545454545454545,-0.26303440102481,5,6
"TraesCS1A03G0413800","CSxP1",0.646357,0.904703338905775,0.585636458880106,-0.497499656995605,17,24
"TraesCS1A03G0413900","CSxP1",1,1,0.5,0,9,9
"TraesCS1A03G0414800","CSxP1",0.727127,0.96132538205266,0.579288257391789,0,19,19
"TraesCS1A03G0419500","CSxP1",0.43071,0.737673472803347,0.575,-0.436099112592819,17,23
"TraesCS1A03G0420300","CSxP1",0.839343,0.99617899871134,0.541666666666667,0.24100809748604,13,11
"TraesCS1A03G0420500","CSxP1",0.110728,0.312224991963261,0.65625,-0.93288579789603,11,21
"TraesCS1A03G0425300","CSxP1",0.636051,0.893762004576659,0.550000000000001,0.289506615737717,22,18
"TraesCS1A03G0426600","CSxP1",0.096314,0.283903776,0.722222222222222,-1.37851160549748,5,13
"TraesCS1A03G0427800","CSxP1",0.484295,0.786557141723606,0.534351145038168,0.198545679077999,70,61
"TraesCS1A03G0428400","CSxP1",0.732611,0.964423413971771,0.538581714344492,0.22239242064945,35,30
"TraesCS1A03G0428600","CSxP1",1,1,0.512820512820514,0.0740005810641203,20,19
"TraesCS1A03G0429000","CSxP1",0.147617,0.379101448588358,0.603448275862069,-0.605721058737352,23,35
"TraesCS1A03G0433600","CSxP1",0.581777,0.85646633046953,0.615384615384615,0.678071894292425,8,5
"TraesCS1A03G0434100","CSxP1",0.069893,0.225173425448185,0.556060206486848,0.055709432564773,264,254
"TraesCS1A03G0435700","CSxP1",0.582091,0.856570099460755,0.615384615384615,-0.678071894292425,5,8
"TraesCS1A03G0439700","CSxP1",0.876993,1,0.508982035928144,-0.0518389314575222,82,85
"TraesCS1A03G0111400","CSxP1",0.773277,0.970107069293478,0.527351321654514,0.109624491081899,123,114
"TraesCS1A03G0111500","CSxP1",0.001743,0.0103377248592116,0.693078079074645,0.765534744382807,51,30
"TraesCS1A03G0112500","CSxP1",1,1,0.538461538461539,0.22239241790146,7,6
"TraesCS1A03G0114700","CSxP1",0.629175,0.889662701418168,0.588235294117647,0.51457316664678,10,7
"TraesCS1A03G0119600","CSxP1",2.9e-05,0.000240621621621622,0.703240940467673,1.23946593238519,85,36
"TraesCS1A03G0120100","CSxP1",0.001836,0.0108134676258993,0.701864595729172,1.23132554250553,54,23
"TraesCS1A03G0127500","CSxP1",0,0,0.954535872945981,4.392317354079,42,2
"TraesCS1A03G0127800","CSxP1",0.919663,1,0.520658804575843,0.119298928174931,63,58
"TraesCS1A03G0141400","CSxP1",0.95825,1,0.508331373936714,-0.0480942881743211,177,183
"TraesCS1A03G0142800","CSxP1",6.5e-05,0.000511120597652081,0.584600236516405,-0.491966377564466,283,398
"TraesCS1A03G0016000","CSxP1",1,1,0.516050596350391,-0.0931094040909199,30,32
"TraesCS1A03G0016300","CSxP1",0.34846,0.652134437388875,0.58654561515695,-0.418829078058572,95,127
"TraesCS1A03G0148800","CSxP1",0,0,0.577721431838411,0.447614473280086,1687,1237
"TraesCS1A03G0150700","CSxP1",0.185356,0.442466658892128,0.642857142857143,-0.847996900142972,10,18
"TraesCS1A03G0154200","CSxP1",1,1,0.538461538461539,0.22239241790146,7,6
"TraesCS1A03G0155800","CSxP1",0.001149,0.00708437824267782,0.827581508591297,2.26303438299112,24,5
"TraesCS1A03G0156300","CSxP1",0.499484,0.801156276521739,0.606051661711062,-0.332575337986777,27,34
"TraesCS1A03G0020900","CSxP1",0,0,0.967572967336952,-4.89885325330416,6,179
"TraesCS1A03G0021200","CSxP1",0.000302,0.00210514285714286,0.628019323671498,-0.755581271569689,77,130
"TraesCS1A03G0163300","CSxP1",0,0,0.613139087747815,-0.664074229623731,958,1518
"TraesCS1A03G0166300","CSxP1",0.109867,0.310629338449731,0.8,-1.99999994589894,2,8
"TraesCS1A03G0166400","CSxP1",0.226448,0.507672189320388,0.727272727272727,1.4150374692227,8,3
"TraesCS1A03G0166600","CSxP1",0.040034,0.146314738095238,0.563770629032154,0.370368449785775,265,205
"TraesCS1A03G0167300","CSxP1",0.322522,0.631028310143388,0.574784648946886,0.354108500400423,170,133
"TraesCS1A03G0170700","CSxP1",0.014276,0.0635562344410876,0.601001853666982,0.590609063292115,128,85
"TraesCS1A03G0172300","CSxP1",0.752959,0.966554039979141,0.6,0.584962488698698,6,4
"TraesCS1A03G0174900","CSxP1",0.381592,0.691653101107011,0.5625,-0.362570078239712,28,36
"TraesCS1A03G0197600","CSxP1",0.281878,0.581432559910414,0.547945205479452,0.277533975146376,80,66
"TraesCS1A03G0207500","CSxP1",0.078327,0.244893821882952,0.602409638554217,0.599462068929858,50,33
"TraesCS1A03G0213700","CSxP1",0.166607,0.413852141557128,0.68421052631579,1.11547720447267,13,6
"TraesCS1A03G0217000","CSxP1",0.000208,0.00149955381604697,0.904761904761905,-3.24792744890197,2,19
"TraesCS1A03G0233900","CSxP1",0.119659,0.328972952238806,0.566049480249116,0.383328639185605,120,92
"TraesCS1A03G0037900","CSxP1",0.455287,0.759636461956522,0.625,0.736965584548239,10,6
"TraesCS1A03G0591800","CSxP1",0.7603,0.969017540217955,0.54122172959811,0.079727192382593,93,88
"TraesCS1A03G0592800","CSxP1",0.003061,0.0169447392937641,0.672980982760509,0.674599712169606,83,52
"TraesCS1A03G0450000","CSxP1",0,0,0.938891515694097,2.89308477824797,52,7
"TraesCS1A03G0593600","CSxP1",0.334487,0.641129088449532,0.630316158321765,-0.758991895956256,13,22
"TraesCS1A03G0597200","CSxP1",1,1,0.507692307692308,0.0443941192218345,33,32
"TraesCS1A03G0465100","CSxP1",0.124627,0.339339148558758,0.535853167934126,-0.0819111977592535,291,308
"TraesCS1A03G0605200","CSxP1",0.824335,0.989000774865701,0.577128606154778,-0.447458973473779,11,15
"TraesCS1A03G0605700","CSxP1",0.454155,0.759573211325028,0.587152544768605,-0.251538765896768,21,25
"TraesCS1A03G0608100","CSxP1",0.422469,0.732618302036994,0.585020902040229,0.494764689845728,31,22
"TraesCS1A03G0608300","CSxP1",0.036722,0.137204713995943,0.522953147184099,0.132550730766314,1105,1008
"TraesCS1A03G0610200","CSxP1",0.33473,0.641261216848674,0.612059563559222,-0.428093651430796,55,74
"TraesCS1A03G0466600","CSxP1",0.001206,0.00741101584653878,0.603576910485712,0.606463569486019,169,111
"TraesCS1A03G0610900","CSxP1",0.774539,0.970107069293478,0.583333333333333,0.48542681892627,7,5
"TraesCS1A03G0612400","CSxP1",0.595887,0.867464626553561,0.5625,0.362570077094716,18,14
"TraesCS1A03G0615800","CSxP1",0.329682,0.637287544596013,0.597525078668817,-0.56828375795482,29,43
"TraesCS1A03G0617500","CSxP1",0.608133,0.874179356348742,0.6,0.584962492706184,9,6
"TraesCS1A03G0622000","CSxP1",0.116893,0.325006650566038,0.629585938119834,-0.485426825109249,20,28
"TraesCS1A03G0622500","CSxP1",0.132293,0.353549083786725,0.576411572854159,-0.279459953552967,131,159
"TraesCS1A03G0623200","CSxP1",0.178731,0.433559544502618,0.61642246638296,0.500428989478125,58,41
"TraesCS1A03G0623400","CSxP1",1,1,0.5,0,12,12
"TraesCS1A03G0623600","CSxP1",0.344125,0.64742140341924,0.7,1.22239239385654,7,3
"TraesCS1A03G0623900","CSxP1",0.706534,0.947704808301475,0.573635315626644,-0.428843297377033,26,35
"TraesCS1A03G0625600","CSxP1",0.752559,0.966554039979141,0.51552795031056,-0.0896372123732543,78,83
"TraesCS1A03G0626000","CSxP1",0.233544,0.516587268688082,0.605159482114209,-0.0951572328310517,44,47
"TraesCS1A03G0627000","CSxP1",0.275923,0.574088266516093,0.558823529411765,0.341036917160122,57,45
"TraesCS1A03G0632600","CSxP1",0.271125,0.566869750283768,0.641459990553127,0.494764689845728,31,22
"TraesCS1A03G0634200","CSxP1",0.143743,0.374350076271186,0.705882352941176,-1.26303438900235,5,12
"TraesCS1A03G0634400","CSxP1",0.40568,0.714058824653607,0.608695652173913,-0.637429914890312,9,14
"TraesCS1A03G0637200","CSxP1",0.773707,0.970107069293478,0.583333333333333,0.48542681892627,7,5
"TraesCS1A03G0637300","CSxP1",0.860164,1,0.53125,-0.180572244510296,15,17
"TraesCS1A03G0637500","CSxP1",0.036127,0.135462461068702,0.596861660745588,0.559427407800469,84,57
"TraesCS1A03G0638500","CSxP1",8e-06,7.17953714981729e-05,0.79531066537786,1.96962634200359,47,12
"TraesCS1A03G0471200","CSxP1",0.568255,0.85203557997558,0.578691574042721,-0.304854579911956,17,21
"TraesCS1A03G0642300","CSxP1",0.00699,0.0348459539918809,0.731297053549452,1.4474589686648,30,11
"TraesCS1A03G0642700","CSxP1",0.790262,0.974838245696139,0.571428571428572,-0.415037493267614,6,8
"TraesCS1A03G0642800","CSxP1",0.254106,0.547602517695233,0.52407987046262,0.139074421639349,827,751
"TraesCS1A03G0643000","CSxP1",0.541071,0.836467176865046,0.583333333333333,-0.485426823048256,10,14
"TraesCS1A03G0644400","CSxP1",0.145742,0.37687655143457,0.75,1.58496246866127,9,3
"TraesCS1A03G0644900","CSxP1",6e-06,5.49167701863354e-05,0.823529411764706,2.22239240874149,42,9
"TraesCS1A03G0645000","CSxP1",0.693812,0.937638814380044,0.579574841979294,0.0418201755733923,35,34
"TraesCS1A03G0645500","CSxP1",1,1,0.526240117018232,-0.152003092643553,18,20
"TraesCS1A03G0645900","CSxP1",0.515998,0.815606320754717,0.526041666666667,0.15041684239613,101,91
"TraesCS1A03G0646500","CSxP1",0.156492,0.395052522096608,0.553080339301061,0.179706022148692,222,196
"TraesCS1A03G0646900","CSxP1",0.061674,0.205803456521739,0.571794995952451,0.302847353122261,169,137
"TraesCS1A03G0471300","CSxP1",0.707534,0.948700730118289,0.509704855791887,0.0560213829635797,1129,1086
"TraesCS1A03G0647900","CSxP1",0.753675,0.966554039979141,0.6,0.584962488698698,6,4
"TraesCS1A03G0648300","CSxP1",1,1,0.545454545454545,-0.26303440102481,5,6
"TraesCS1A03G0648400","CSxP1",0.042526,0.1530227109375,0.523456823371975,0.116813664975239,1620,1494
"TraesCS1A03G0649100","CSxP1",1,1,0.523809523809524,-0.137503522438394,10,11
"TraesCS1A03G0650800","CSxP1",0.393035,0.699149039826213,0.54014598540146,-0.232173441788629,63,74
"TraesCS1A03G0651100","CSxP1",0.242881,0.530707950177936,0.62744295970181,-0.736965589357223,12,20
"TraesCS1A03G0652400","CSxP1",0.403026,0.711767873441994,0.524844720496894,0.14349159350026,169,153
"TraesCS1A03G0653600","CSxP1",0.000889,0.00561762607204117,0.6652145143866,0.999999998397005,90,45
"TraesCS1A03G0657000","CSxP1",0.002947,0.0163875441509434,0.6,0.584962500198441,138,92
"TraesCS1A03G0660000","CSxP1",0.523725,0.821402695596681,0.590909090909091,-0.530514711766489,9,13
"TraesCS1A03G0472600","CSxP1",0.225017,0.506700872860636,0.533096337984284,0.191298652168029,306,268
"TraesCS1A03G0664300","CSxP1",0.116271,0.324010865355522,0.538461538461539,0.222392421235419,238,204
"TraesCS1A03G0669400","CSxP1",0.009707,0.0458988615384615,0.629866207360887,0.299560281338705,64,52
"TraesCS1A03G0473800","CSxP1",0.026362,0.105219510292524,0.761904761904762,1.67807188527558,16,5
"TraesCS1A03G0672400","CSxP1",0.754049,0.966554039979141,0.6,0.584962488698698,6,4
"TraesCS1A03G0672500","CSxP1",0.350454,0.654536139923954,0.61998069862774,-0.706268794004013,19,31
"TraesCS1A03G0672800","CSxP1",0.628982,0.889662701418168,0.588235294117647,0.51457316664678,10,7
"TraesCS1A03G0673200","CSxP1",0.109343,0.310571248559355,0.8,-1.99999994589894,2,8
"TraesCS1A03G0673800","CSxP1",0.629748,0.889662701418168,0.588235294117647,0.51457316664678,10,7
"TraesCS1A03G0674000","CSxP1",0.381204,0.691289951267536,0.603112639421128,-0.599462068929858,33,50
"TraesCS1A03G0674400","CSxP1",0.061407,0.205005335749887,0.58273381294964,-0.481869007050752,58,81
"TraesCS1A03G0674500","CSxP1",0.551152,0.837968249226326,0.600674835941166,-0.584962495912173,10,15
"TraesCS1A03G0676100","CSxP1",0.011502,0.0535693653603034,0.598837209302326,-0.577976069714862,69,103
"TraesCS1A03G0676300","CSxP1",0.115333,0.321897872727273,0.645833756362596,-0.866733465303949,17,31
"TraesCS1A03G0676500","CSxP1",0.00042,0.00286533333333333,0.685804884533225,1.11547721483048,65,30
"TraesCS1A03G0677300","CSxP1",0.039287,0.1445165332002,0.568453355652616,0.0852023225054268,279,263
"TraesCS1A03G0680800","CSxP1",0.01844,0.0791223701979045,0.582635749648953,-0.433701343413816,288,389
"TraesCS1A03G0681600","CSxP1",0.040814,0.148429196446199,0.764091144640079,0.893084786571213,13,7
"TraesCS1A03G0682400","CSxP1",0.678683,0.925682403554239,0.550282844802149,-0.0853914911295306,82,87
"TraesCS1A03G0682500","CSxP1",0.001134,0.00699774874371859,0.658920700508196,0.951090397971335,87,45
"TraesCS1A03G0685100","CSxP1",1,1,0.52,-0.115477216495132,12,13
"TraesCS1A03G0692100","CSxP1",0.30125,0.604916,0.666666666666667,-0.99999998557305,5,10
"TraesCS1A03G0697900","CSxP1",1,1,0.5,0,12,12
"TraesCS1A03G0699400","CSxP1",0.145408,0.37687655143457,0.75,-1.58496246866127,3,9
"TraesCS1A03G0699700","CSxP1",0.391134,0.697621716775599,0.554739352114655,-0.31647366425909,53,66
"TraesCS1A03G0701000","CSxP1",0.002757,0.0154124248861912,0.630434782608696,0.770518152706689,87,51
"TraesCS1A03G0701700","CSxP1",0.754306,0.966554039979141,0.6,0.584962488698698,6,4
"TraesCS1A03G0702200","CSxP1",0.753194,0.966554039979141,0.558790212051585,0.341036915810232,19,15
"TraesCS1A03G0703100","CSxP1",0.303084,0.605839097124254,0.529411764705883,-0.169925001342125,160,180
"TraesCS1A03G0703600","CSxP1",0.754915,0.966599662206777,0.55172236979448,0.299560280818503,32,26
"TraesCS1A03G0475600","CSxP1",0.101338,0.295238586002372,0.606766630841481,0.625604483768174,54,35
"TraesCS1A03G0716700","CSxP1",0.596407,0.867464626553561,0.5625,0.362570077094716,18,14
"TraesCS1A03G0718400","CSxP1",1,1,0.5,0,17,17
"TraesCS1A03G0728000","CSxP1",0.227036,0.507672189320388,0.727272727272727,-1.4150374692227,3,8
"TraesCS1A03G0730300","CSxP1",0.552067,0.838513637600495,0.555555555555556,-0.321928093444667,20,25
"TraesCS1A03G0731000","CSxP1",0.106346,0.305480439766082,0.601259384735935,-0.59367971693737,55,83
"TraesCS1A03G0731300","CSxP1",0.98858,1,0.511132100782623,-0.064851144277077,87,91
"TraesCS1A03G0740800","CSxP1",0.770413,0.970107069293478,0.577667195925269,-0.192645077083649,21,24
"TraesCS1A03G0741900","CSxP1",0.245231,0.533808879172821,0.614674810277211,0.395928674508787,25,19
"TraesCS1A03G0742500","CSxP1",0.145773,0.37687655143457,0.75,1.58496246866127,9,3
"TraesCS1A03G0742600","CSxP1",0.581046,0.85646633046953,0.615384615384615,0.678071894292425,8,5
"TraesCS1A03G0744600","CSxP1",0.735135,0.966364795718109,0.509302325581394,-0.0536878708690114,211,219
"TraesCS1A03G0744900","CSxP1",0.630271,0.889794352941177,0.559807435626467,0.275634441953155,46,38
"TraesCS1A03G0745300","CSxP1",0.69675,0.939886738923471,0.530821782542675,-0.177787118941071,61,69
"TraesCS1A03G0747100","CSxP1",1,1,0.5,0,9,9
"TraesCS1A03G0747900","CSxP1",0.890564,1,0.547998741568405,0.118644496173199,38,35
"TraesCS1A03G0748300","CSxP1",0.561141,0.845152675388389,0.51394422310757,0.0804899178282837,258,244
"TraesCS1A03G0748400","CSxP1",1,1,0.5,0,10,10
"TraesCS1A03G0753500","CSxP1",0.710259,0.949039222161869,0.521739130434783,0.125530881865269,60,55
"TraesCS1A03G0754600","CSxP1",1,1,0.529411764705882,-0.169924999438569,8,9
"TraesCS1A03G0756400","CSxP1",0.966924,1,0.552167960123948,-0.0430687217633035,33,34
"TraesCS1A03G0756800","CSxP1",0.285959,0.586893011699164,0.636363636363636,0.807354914328881,14,8
"TraesCS1A03G0765900","CSxP1",0.033262,0.127310317757009,0.7,-1.22239241446647,12,28
"TraesCS1A03G0770600","CSxP1",0.677525,0.925447265321237,0.565217391304348,0.378511619924434,13,10
"TraesCS1A03G0451800","CSxP1",0.428778,0.736247099510604,0.593091190071811,-0.245112497001638,27,32
"TraesCS1A03G0771900","CSxP1",0.791455,0.974838245696139,0.583333333333333,-0.485426824422251,15,21
"TraesCS1A03G0772000","CSxP1",0.754491,0.966554039979141,0.536585365853658,-0.211504104158285,19,22
"TraesCS1A03G0773400","CSxP1",0.796809,0.979732537293509,0.544814499173834,0.260389684316424,109,91
"TraesCS1A03G0774200","CSxP1",0.500148,0.801156276521739,0.557713352228006,0.0629312556872349,164,157
"TraesCS1A03G0775900","CSxP1",0.678175,0.925447265321237,0.565217391304348,-0.378511619924434,10,13
"TraesCS1A03G0776200","CSxP1",1e-06,9.69473684210526e-06,0.766618561305318,1.68589140524894,74,23
"TraesCS1A03G0782200","CSxP1",0.872114,1,0.55327979390387,0.187932950439852,131,115
"TraesCS1A03G0782700","CSxP1",0.944632,1,0.545294362805661,-0.187627002687054,36,41
"TraesCS1A03G0782800","CSxP1",0.256944,0.551343408614668,0.602709406838019,-0.311944005347416,29,36
"TraesCS1A03G0787500","CSxP1",0.590646,0.863125689805633,0.518468833503258,-0.106627728551841,717,772
"TraesCS1A03G0790900","CSxP1",0.803718,0.98061459407579,0.5625,0.362570074804724,9,7
"TraesCS1A03G0791600","CSxP1",0.016828,0.0734965643153527,0.658965314597003,-0.949373924531463,29,56
"TraesCS1A03G0791800","CSxP1",0.165188,0.410767865001687,0.600055547458506,0.58496249957616,63,42
"TraesCS1A03G0793500","CSxP1",0.395314,0.702187452266152,0.550561797752809,0.292781748565384,49,40
"TraesCS1A03G0477800","CSxP1",0.803779,0.98061459407579,0.5625,-0.362570074804724,7,9
"TraesCS1A03G0796400","CSxP1",0.032169,0.123965058577406,0.736016893699307,-1.44057257836918,7,19
"TraesCS1A03G0796800","CSxP1",0.145658,0.37687655143457,0.582060696699233,0,79,79
"TraesCS1A03G0797000","CSxP1",1,1,0.511111111111113,-0.064130337134598,22,23
"TraesCS1A03G0797200","CSxP1",4.6e-05,0.000370008733624454,0.686917071158445,1.10433665788555,86,40
"TraesCS1A03G0799600","CSxP1",1e-06,9.69473684210526e-06,1,-27.7129282894065,0,22
"TraesCS1A03G0803600","CSxP1",1,1,0.5,0,18,18
"TraesCS1A03G0805700","CSxP1",0.922198,1,0.545292015135797,0.167109985558425,64,57
"TraesCS1A03G0808300","CSxP1",1,1,0.533333333333333,-0.192645075366155,7,8
"TraesCS1A03G0809200","CSxP1",0.468166,0.773788748317631,0.559222998869651,0.176030363965,148,131
"TraesCS1A03G0809600","CSxP1",0.580927,0.85646633046953,0.615384615384615,0.678071894292425,8,5
"TraesCS1A03G0810700","CSxP1",0.360583,0.66619246339017,0.564613029014469,-0.376148485180759,47,61
"TraesCS1A03G0811000","CSxP1",7e-06,6.33611793611794e-05,0.731480207258923,1.42146376520939,75,28
"TraesCS1A03G0811600","CSxP1",0.4412,0.749426975800876,0.592592592592593,0.540568377264138,16,11
"TraesCS1A03G0812400","CSxP1",0.001403,0.00851413333333333,0.683544303797469,1.11103130928962,54,25
"TraesCS1A03G0813100","CSxP1",0,0,0.734596581702836,1.23505883283113,572,243
"TraesCS1A03G0815300","CSxP1",1,1,0.5,0,5,5
"TraesCS1A03G0818800","CSxP1",0.263808,0.560477896193772,0.617092422153094,-0.222392420477701,24,28
"TraesCS1A03G0819300","CSxP1",0.351457,0.656243075519513,0.600180870082017,-0.436099112592819,17,23
"TraesCS1A03G0478900","CSxP1",1,1,0.511627906976744,-0.0671141955462654,21,22
"TraesCS1A03G0821600","CSxP1",0,0,0.77983964481024,1.80735491809416,91,26
"TraesCS1A03G0823300","CSxP1",0.14327,0.374065683912119,0.631578947368421,0.777607574369817,24,14
"TraesCS1A03G0823600","CSxP1",0.006349,0.03227184,0.632502058676767,-0.717066035954453,73,120
"TraesCS1A03G0824000","CSxP1",0.39928,0.707356345275307,0.535294117647059,-0.204013891780776,79,91
"TraesCS1A03G0824700","CSxP1",1,1,0.5,0,9,9
"TraesCS1A03G0825100","CSxP1",0.811488,0.985955978328682,0.566472751035034,0.387023120498035,17,13
"TraesCS1A03G0830000","CSxP1",0.607278,0.874164372438024,0.6,0.584962492706184,9,6
"TraesCS1A03G0479200","CSxP1",0.922252,1,0.557567265306314,-0.334419037772783,23,29
"TraesCS1A03G0830600","CSxP1",0.622172,0.886856896111433,0.584244166807957,0.485426823048256,14,10
"TraesCS1A03G0479800","CSxP1",1,1,0.529411764705882,-0.169924999438569,8,9
"TraesCS1A03G0836000","CSxP1",0.425906,0.733537963534362,0.560948045310056,0.282399730007538,45,37
"TraesCS1A03G0836200","CSxP1",0.908036,1,0.523809150841497,-0.137503523487627,50,55
"TraesCS1A03G0836300","CSxP1",0,0,0.803439878814061,2.02236780623114,65,16
"TraesCS1A03G0837200","CSxP1",1,1,0.538461538461539,0.22239241790146,7,6
"TraesCS1A03G0837600","CSxP1",0.133857,0.355921463731505,0.681818181818182,-1.09953566255895,7,15
"TraesCS1A03G0480300","CSxP1",1,1,0.529411764705882,-0.169924999438569,8,9
"TraesCS1A03G0838800","CSxP1",0.140404,0.368279342114632,0.622382098183732,-0.717600268042874,45,74
"TraesCS1A03G0839100","CSxP1",1,1,0.523757782914875,-0.137503523094165,20,22
"TraesCS1A03G0839500","CSxP1",0.168315,0.415772065705665,0.653846153846154,-0.917537832264524,9,17
"TraesCS1A03G0840000","CSxP1",0.884564,1,0.549858884961593,-0.0962153149383475,29,31
"TraesCS1A03G0480800","CSxP1",0.025031,0.100780550819672,0.613207547169812,0.664815807111133,65,41
"TraesCS1A03G0847500","CSxP1",0.427247,0.734988535138921,0.585009091887704,0.163498731664582,28,25
"TraesCS1A03G0852200","CSxP1",0.580287,0.85646633046953,0.615384615384615,0.678071894292425,8,5
"TraesCS1A03G0853300","CSxP1",0.880145,1,0.555412452277987,0.149747119282436,71,64
"TraesCS1A03G0854400","CSxP1",0.598829,0.868850981689309,0.561098415228647,0.353636952872315,23,18
"TraesCS1A03G0855100","CSxP1",3e-04,0.00209318181818182,0.941176470588235,3.99999986474735,16,1
"TraesCS1A03G0855800","CSxP1",1,1,0.510180944458564,0.0588936889333439,50,48
"TraesCS1A03G0855900","CSxP1",0.206273,0.478834109640832,0.680295230307593,0.115477216495132,13,12
"TraesCS1A03G0858300","CSxP1",0.395106,0.702156538350217,0.55932496531123,-0.217591434602912,43,50
"TraesCS1A03G0858500","CSxP1",0.033133,0.126949528861154,0.545371752170628,-0.150886456333043,517,574
"TraesCS1A03G0860400","CSxP1",0.092046,0.275699169566977,0.769230769230769,1.73696556050332,10,3
"TraesCS1A03G0862200","CSxP1",0.798373,0.98061459407579,0.552850088091991,-0.0614005444027854,23,24
"TraesCS1A03G0864500","CSxP1",0.77451,0.970107069293478,0.583333333333333,-0.48542681892627,5,7
"TraesCS1A03G0866200","CSxP1",0,0,0.975291346245967,-4.61470977492473,2,49
"TraesCS1A03G0868400","CSxP1",0.067799,0.219966108322325,0.691643620196853,-1.15754127086364,13,29
"TraesCS1A03G0868900","CSxP1",0.921192,1,0.509803921568626,0.056583528255391,52,50
"TraesCS1A03G0869800","CSxP1",0.607727,0.874164372438024,0.558823529411764,-0.341036915810232,15,19
"TraesCS1A03G0870100","CSxP1",0.423997,0.732618302036994,0.642857142857143,0.847996893730994,9,5
