"gene","category"
"TraesPARA_EIv1.0_0374430","Ambiguous"
"TraesPARA_EIv1.0_0375140","Ambiguous"
"TraesPARA_EIv1.0_0375170","Ambiguous"
"TraesPARA_EIv1.0_0375220","Ambiguous"
"TraesPARA_EIv1.0_0375680","Conserved"
"TraesPARA_EIv1.0_0375690","Ambiguous"
"TraesPARA_EIv1.0_0375700","Ambiguous"
"TraesPARA_EIv1.0_0376650","Conserved"
"TraesPARA_EIv1.0_0376740","Ambiguous"
"TraesPARA_EIv1.0_0377750","Ambiguous"
"TraesPARA_EIv1.0_0379100","Ambiguous"
"TraesPARA_EIv1.0_0380500","Ambiguous"
"TraesPARA_EIv1.0_0380650","Conserved"
"TraesPARA_EIv1.0_0380700","Conserved"
"TraesPARA_EIv1.0_0381070","Conserved"
"TraesPARA_EIv1.0_0381080","Conserved"
"TraesPARA_EIv1.0_0381290","Conserved"
"TraesPARA_EIv1.0_0382090","Ambiguous"
"TraesPARA_EIv1.0_0382110","Ambiguous"
"TraesPARA_EIv1.0_0382170","Conserved"
"TraesPARA_EIv1.0_0382210","Ambiguous"
"TraesPARA_EIv1.0_0382240","Conserved"
"TraesPARA_EIv1.0_0382330","Conserved"
"TraesPARA_EIv1.0_0382450","Conserved"
"TraesPARA_EIv1.0_0382520","Ambiguous"
"TraesPARA_EIv1.0_0382550","Conserved"
"TraesPARA_EIv1.0_0383120","Conserved"
"TraesPARA_EIv1.0_0383250","Trans only"
"TraesPARA_EIv1.0_0383290","Conserved"
"TraesPARA_EIv1.0_0383310","Ambiguous"
"TraesPARA_EIv1.0_0383360","Conserved"
"TraesPARA_EIv1.0_0386600","Cis only"
"TraesPARA_EIv1.0_0386680","Ambiguous"
"TraesPARA_EIv1.0_0386700","Ambiguous"
"TraesPARA_EIv1.0_0386720","Conserved"
"TraesPARA_EIv1.0_0386780","Ambiguous"
"TraesPARA_EIv1.0_0387070","Trans only"
"TraesPARA_EIv1.0_0387180","Conserved"
"TraesPARA_EIv1.0_0387500","Ambiguous"
"TraesPARA_EIv1.0_0387580","Conserved"
"TraesPARA_EIv1.0_0387650","Ambiguous"
"TraesPARA_EIv1.0_0387680","Ambiguous"
"TraesPARA_EIv1.0_0387760","Conserved"
"TraesPARA_EIv1.0_0387780","Ambiguous"
"TraesPARA_EIv1.0_0388210","Conserved"
"TraesPARA_EIv1.0_0388570","Conserved"
"TraesPARA_EIv1.0_0388690","Ambiguous"
"TraesPARA_EIv1.0_0389260","Ambiguous"
"TraesPARA_EIv1.0_0389280","Trans only"
"TraesPARA_EIv1.0_0389300","Conserved"
"TraesPARA_EIv1.0_0389510","Conserved"
"TraesPARA_EIv1.0_0389570","Conserved"
"TraesPARA_EIv1.0_0389640","Conserved"
"TraesPARA_EIv1.0_0389690","Conserved"
"TraesPARA_EIv1.0_0389700","Conserved"
"TraesPARA_EIv1.0_0389860","Trans only"
"TraesPARA_EIv1.0_0389910","Conserved"
"TraesPARA_EIv1.0_0390030","Conserved"
"TraesPARA_EIv1.0_0390040","Conserved"
"TraesPARA_EIv1.0_0390160","Ambiguous"
"TraesPARA_EIv1.0_0390270","Ambiguous"
"TraesPARA_EIv1.0_0390320","Ambiguous"
"TraesPARA_EIv1.0_0390400","Conserved"
"TraesPARA_EIv1.0_0390580","Ambiguous"
"TraesPARA_EIv1.0_0390690","Trans only"
"TraesPARA_EIv1.0_0390790","Trans only"
"TraesPARA_EIv1.0_0390980","Conserved"
"TraesPARA_EIv1.0_0391020","Conserved"
"TraesPARA_EIv1.0_0391170","Conserved"
"TraesPARA_EIv1.0_0391470","Conserved"
"TraesPARA_EIv1.0_0391510","Ambiguous"
"TraesPARA_EIv1.0_0391530","Conserved"
"TraesPARA_EIv1.0_0391540","Conserved"
"TraesPARA_EIv1.0_0391580","Conserved"
"TraesPARA_EIv1.0_0391590","Ambiguous"
"TraesPARA_EIv1.0_0391630","Conserved"
"TraesPARA_EIv1.0_0391700","Conserved"
"TraesPARA_EIv1.0_0391720","Ambiguous"
"TraesPARA_EIv1.0_0391920","Ambiguous"
"TraesPARA_EIv1.0_0391950","Conserved"
"TraesPARA_EIv1.0_0392050","Ambiguous"
"TraesPARA_EIv1.0_0392110","Conserved"
"TraesPARA_EIv1.0_0392140","Ambiguous"
"TraesPARA_EIv1.0_0392190","Ambiguous"
"TraesPARA_EIv1.0_0392210","Conserved"
"TraesPARA_EIv1.0_0392290","Ambiguous"
"TraesPARA_EIv1.0_0393330","Conserved"
"TraesPARA_EIv1.0_0393380","Ambiguous"
"TraesPARA_EIv1.0_0393500","Ambiguous"
"TraesPARA_EIv1.0_0393860","Ambiguous"
"TraesPARA_EIv1.0_0393940","Conserved"
"TraesPARA_EIv1.0_0394090","Conserved"
"TraesPARA_EIv1.0_0394390","Ambiguous"
"TraesPARA_EIv1.0_0394400","Ambiguous"
"TraesPARA_EIv1.0_0394420","Ambiguous"
"TraesPARA_EIv1.0_0394630","Ambiguous"
"TraesPARA_EIv1.0_0394640","Ambiguous"
"TraesPARA_EIv1.0_0394670","Ambiguous"
"TraesPARA_EIv1.0_0394690","Compensatory"
"TraesPARA_EIv1.0_0394960","Ambiguous"
"TraesPARA_EIv1.0_0394990","Ambiguous"
"TraesPARA_EIv1.0_0395100","Conserved"
"TraesPARA_EIv1.0_0395110","Conserved"
"TraesPARA_EIv1.0_0395350","Ambiguous"
"TraesPARA_EIv1.0_0395440","Ambiguous"
"TraesPARA_EIv1.0_0395470","Ambiguous"
"TraesPARA_EIv1.0_0395510","Conserved"
"TraesPARA_EIv1.0_0395540","Ambiguous"
"TraesPARA_EIv1.0_0395880","Ambiguous"
"TraesPARA_EIv1.0_0396170","Ambiguous"
"TraesPARA_EIv1.0_0396450","Conserved"
"TraesPARA_EIv1.0_0396460","Ambiguous"
"TraesPARA_EIv1.0_0396500","Conserved"
"TraesPARA_EIv1.0_0396620","Conserved"
"TraesPARA_EIv1.0_0396650","Ambiguous"
"TraesPARA_EIv1.0_0396810","Conserved"
"TraesPARA_EIv1.0_0396930","Conserved"
"TraesPARA_EIv1.0_0396960","Conserved"
"TraesPARA_EIv1.0_0397000","Ambiguous"
"TraesPARA_EIv1.0_0397040","Ambiguous"
"TraesPARA_EIv1.0_0397110","Conserved"
"TraesPARA_EIv1.0_0397170","Ambiguous"
"TraesPARA_EIv1.0_0397830","Trans only"
"TraesPARA_EIv1.0_0398130","Conserved"
"TraesPARA_EIv1.0_0398300","Trans only"
"TraesPARA_EIv1.0_0398890","Conserved"
"TraesPARA_EIv1.0_0399300","Ambiguous"
"TraesPARA_EIv1.0_0399330","Ambiguous"
"TraesPARA_EIv1.0_0399390","Ambiguous"
"TraesPARA_EIv1.0_0399480","Conserved"
"TraesPARA_EIv1.0_0399510","Ambiguous"
"TraesPARA_EIv1.0_0399590","Ambiguous"
"TraesPARA_EIv1.0_0399630","Conserved"
"TraesPARA_EIv1.0_0399680","Ambiguous"
"TraesPARA_EIv1.0_0399790","Conserved"
"TraesPARA_EIv1.0_0399800","Ambiguous"
"TraesPARA_EIv1.0_0400240","Conserved"
"TraesPARA_EIv1.0_0400320","Conserved"
"TraesPARA_EIv1.0_0400350","Conserved"
"TraesPARA_EIv1.0_0400380","Conserved"
"TraesPARA_EIv1.0_0400550","Conserved"
"TraesPARA_EIv1.0_0400590","Ambiguous"
"TraesPARA_EIv1.0_0400700","Ambiguous"
"TraesPARA_EIv1.0_0402250","Conserved"
"TraesPARA_EIv1.0_0402320","Ambiguous"
"TraesPARA_EIv1.0_0402380","Ambiguous"
"TraesPARA_EIv1.0_0402690","Conserved"
"TraesPARA_EIv1.0_0402870","Conserved"
"TraesPARA_EIv1.0_0402920","Ambiguous"
"TraesPARA_EIv1.0_0402950","Conserved"
"TraesPARA_EIv1.0_0402980","Conserved"
"TraesPARA_EIv1.0_0403010","Conserved"
"TraesPARA_EIv1.0_0405140","Conserved"
"TraesPARA_EIv1.0_0405290","Trans only"
"TraesPARA_EIv1.0_0408040","Cis only"
"TraesPARA_EIv1.0_0409670","Conserved"
"TraesPARA_EIv1.0_0411200","Conserved"
"TraesPARA_EIv1.0_0412120","Ambiguous"
"TraesPARA_EIv1.0_0414600","Conserved"
"TraesPARA_EIv1.0_0416120","Conserved"
"TraesPARA_EIv1.0_0416980","Ambiguous"
"TraesPARA_EIv1.0_0417070","Conserved"
"TraesPARA_EIv1.0_0417080","Ambiguous"
"TraesPARA_EIv1.0_0417100","Conserved"
"TraesPARA_EIv1.0_0417530","Conserved"
"TraesPARA_EIv1.0_0417730","Conserved"
"TraesPARA_EIv1.0_0417890","Cis + trans"
"TraesPARA_EIv1.0_0417910","Conserved"
"TraesPARA_EIv1.0_0417980","Conserved"
"TraesPARA_EIv1.0_0418030","Conserved"
"TraesPARA_EIv1.0_0418060","Ambiguous"
"TraesPARA_EIv1.0_0418070","Conserved"
"TraesPARA_EIv1.0_0418080","Ambiguous"
"TraesPARA_EIv1.0_0418120","Conserved"
"TraesPARA_EIv1.0_0418170","Conserved"
"TraesPARA_EIv1.0_0418190","Conserved"
"TraesPARA_EIv1.0_0418320","Trans only"
"TraesPARA_EIv1.0_0418560","Conserved"
"TraesPARA_EIv1.0_0418570","Conserved"
"TraesPARA_EIv1.0_0418630","Conserved"
"TraesPARA_EIv1.0_0418860","Ambiguous"
"TraesPARA_EIv1.0_0418880","Trans only"
"TraesPARA_EIv1.0_0419180","Ambiguous"
"TraesPARA_EIv1.0_0419190","Conserved"
"TraesPARA_EIv1.0_0419230","Conserved"
"TraesPARA_EIv1.0_0419330","Conserved"
"TraesPARA_EIv1.0_0419870","Ambiguous"
"TraesPARA_EIv1.0_0419880","Conserved"
"TraesPARA_EIv1.0_0419910","Conserved"
"TraesPARA_EIv1.0_0419930","Ambiguous"
"TraesPARA_EIv1.0_0420040","Ambiguous"
"TraesPARA_EIv1.0_0420230","Conserved"
"TraesPARA_EIv1.0_0420350","Conserved"
"TraesPARA_EIv1.0_0420530","Trans only"
"TraesPARA_EIv1.0_0420620","Ambiguous"
"TraesPARA_EIv1.0_0420650","Conserved"
"TraesPARA_EIv1.0_0420670","Ambiguous"
"TraesPARA_EIv1.0_0420770","Ambiguous"
"TraesPARA_EIv1.0_0420820","Ambiguous"
"TraesPARA_EIv1.0_0420860","Conserved"
"TraesPARA_EIv1.0_0420930","Conserved"
"TraesPARA_EIv1.0_0420960","Conserved"
"TraesPARA_EIv1.0_0422610","Conserved"
"TraesPARA_EIv1.0_0422830","Ambiguous"
"TraesPARA_EIv1.0_0423980","Conserved"
"TraesPARA_EIv1.0_0424080","Ambiguous"
"TraesPARA_EIv1.0_0424150","Ambiguous"
"TraesPARA_EIv1.0_0424240","Ambiguous"
"TraesPARA_EIv1.0_0424450","Ambiguous"
"TraesPARA_EIv1.0_0424490","Ambiguous"
"TraesPARA_EIv1.0_0424500","Ambiguous"
"TraesPARA_EIv1.0_0424640","Conserved"
"TraesPARA_EIv1.0_0424660","Conserved"
"TraesPARA_EIv1.0_0424690","Ambiguous"
"TraesPARA_EIv1.0_0424700","Conserved"
"TraesPARA_EIv1.0_0424730","Conserved"
"TraesPARA_EIv1.0_0424790","Conserved"
"TraesPARA_EIv1.0_0424960","Conserved"
"TraesPARA_EIv1.0_0425210","Ambiguous"
"TraesPARA_EIv1.0_0425220","Conserved"
"TraesPARA_EIv1.0_0425270","Ambiguous"
"TraesPARA_EIv1.0_0425520","Conserved"
"TraesPARA_EIv1.0_0425550","Conserved"
"TraesPARA_EIv1.0_0425600","Ambiguous"
"TraesPARA_EIv1.0_0425630","Conserved"
"TraesPARA_EIv1.0_0425730","Conserved"
"TraesPARA_EIv1.0_0426150","Conserved"
"TraesPARA_EIv1.0_0426460","Ambiguous"
"TraesPARA_EIv1.0_0426490","Conserved"
"TraesPARA_EIv1.0_0426500","Conserved"
"TraesPARA_EIv1.0_0426610","Conserved"
"TraesPARA_EIv1.0_0426760","Ambiguous"
"TraesPARA_EIv1.0_0426910","Ambiguous"
"TraesPARA_EIv1.0_0427410","Ambiguous"
"TraesPARA_EIv1.0_0427420","Ambiguous"
"TraesPARA_EIv1.0_0427590","Conserved"
"TraesPARA_EIv1.0_0427790","Ambiguous"
"TraesPARA_EIv1.0_0427840","Ambiguous"
"TraesPARA_EIv1.0_0427870","Ambiguous"
"TraesPARA_EIv1.0_0427910","Ambiguous"
"TraesPARA_EIv1.0_0428080","Ambiguous"
"TraesPARA_EIv1.0_0428130","Conserved"
"TraesPARA_EIv1.0_0428310","Ambiguous"
"TraesPARA_EIv1.0_0428370","Conserved"
"TraesPARA_EIv1.0_0428400","Ambiguous"
"TraesPARA_EIv1.0_0428530","Conserved"
"TraesPARA_EIv1.0_0428690","Conserved"
"TraesPARA_EIv1.0_0428710","Ambiguous"
"TraesPARA_EIv1.0_0428740","Conserved"
"TraesPARA_EIv1.0_0428750","Ambiguous"
"TraesPARA_EIv1.0_0428760","Conserved"
"TraesPARA_EIv1.0_0428820","Conserved"
"TraesPARA_EIv1.0_0429030","Ambiguous"
"TraesPARA_EIv1.0_0429050","Conserved"
"TraesPARA_EIv1.0_0429120","Ambiguous"
"TraesPARA_EIv1.0_0429250","Conserved"
"TraesPARA_EIv1.0_0429300","Conserved"
"TraesPARA_EIv1.0_0429420","Conserved"
"TraesPARA_EIv1.0_0429450","Cis + trans"
"TraesPARA_EIv1.0_0430380","Conserved"
"TraesPARA_EIv1.0_0430400","Ambiguous"
"TraesPARA_EIv1.0_0430620","Conserved"
"TraesPARA_EIv1.0_0430680","Conserved"
"TraesPARA_EIv1.0_0430710","Conserved"
"TraesPARA_EIv1.0_0431110","Conserved"
"TraesPARA_EIv1.0_0431140","Conserved"
"TraesPARA_EIv1.0_0431230","Conserved"
"TraesPARA_EIv1.0_0431240","Ambiguous"
"TraesPARA_EIv1.0_0431250","Ambiguous"
"TraesPARA_EIv1.0_0431290","Conserved"
"TraesPARA_EIv1.0_0431380","Ambiguous"
"TraesPARA_EIv1.0_0431470","Ambiguous"
"TraesPARA_EIv1.0_0431560","Conserved"
"TraesPARA_EIv1.0_0431580","Ambiguous"
"TraesPARA_EIv1.0_0431630","Conserved"
"TraesPARA_EIv1.0_0431770","Trans only"
"TraesPARA_EIv1.0_0432210","Ambiguous"
"TraesPARA_EIv1.0_0432270","Ambiguous"
"TraesPARA_EIv1.0_0432430","Conserved"
"TraesPARA_EIv1.0_0432440","Ambiguous"
"TraesPARA_EIv1.0_0432840","Ambiguous"
"TraesPARA_EIv1.0_0432870","Conserved"
"TraesPARA_EIv1.0_0433110","Ambiguous"
"TraesPARA_EIv1.0_0433180","Conserved"
"TraesPARA_EIv1.0_0433930","Conserved"
"TraesPARA_EIv1.0_0433950","Ambiguous"
"TraesPARA_EIv1.0_0434050","Conserved"
"TraesPARA_EIv1.0_0434390","Conserved"
"TraesPARA_EIv1.0_0434400","Conserved"
"TraesPARA_EIv1.0_0434440","Conserved"
"TraesPARA_EIv1.0_0434690","Conserved"
"TraesPARA_EIv1.0_0434750","Ambiguous"
"TraesPARA_EIv1.0_0434770","Ambiguous"
"TraesPARA_EIv1.0_0435100","Ambiguous"
"TraesPARA_EIv1.0_0435550","Ambiguous"
"TraesPARA_EIv1.0_0435800","Conserved"
"TraesPARA_EIv1.0_0435870","Trans only"
"TraesPARA_EIv1.0_0435970","Ambiguous"
"TraesPARA_EIv1.0_0435990","Conserved"
"TraesPARA_EIv1.0_0436050","Ambiguous"
"TraesPARA_EIv1.0_0436150","Ambiguous"
"TraesPARA_EIv1.0_0436450","Ambiguous"
"TraesPARA_EIv1.0_0436560","Conserved"
"TraesPARA_EIv1.0_0436720","Ambiguous"
"TraesPARA_EIv1.0_0436830","Ambiguous"
"TraesPARA_EIv1.0_0436840","Ambiguous"
"TraesPARA_EIv1.0_0436860","Trans only"
"TraesPARA_EIv1.0_0436880","Ambiguous"
"TraesPARA_EIv1.0_0436910","Ambiguous"
"TraesPARA_EIv1.0_0437140","Conserved"
"TraesPARA_EIv1.0_0437240","Conserved"
"TraesPARA_EIv1.0_0437310","Trans only"
"TraesPARA_EIv1.0_0437780","Ambiguous"
"TraesPARA_EIv1.0_0437800","Conserved"
"TraesPARA_EIv1.0_0438210","Ambiguous"
"TraesPARA_EIv1.0_0438220","Conserved"
"TraesPARA_EIv1.0_0438570","Ambiguous"
"TraesPARA_EIv1.0_0438880","Ambiguous"
"TraesPARA_EIv1.0_0438950","Conserved"
"TraesPARA_EIv1.0_0439000","Conserved"
"TraesPARA_EIv1.0_0439020","Conserved"
"TraesPARA_EIv1.0_0439290","Conserved"
"TraesPARA_EIv1.0_0439390","Conserved"
"TraesPARA_EIv1.0_0440090","Conserved"
"TraesPARA_EIv1.0_0440740","Ambiguous"
"TraesPARA_EIv1.0_0440760","Ambiguous"
"TraesPARA_EIv1.0_0440790","Trans only"
"TraesPARA_EIv1.0_0440830","Ambiguous"
"TraesPARA_EIv1.0_0440970","Ambiguous"
"TraesPARA_EIv1.0_0441020","Conserved"
"TraesPARA_EIv1.0_0441150","Conserved"
"TraesPARA_EIv1.0_0441170","Conserved"
"TraesPARA_EIv1.0_0441380","Ambiguous"
"TraesPARA_EIv1.0_0442370","Conserved"
"TraesPARA_EIv1.0_0442470","Conserved"
"TraesPARA_EIv1.0_0442930","Conserved"
"TraesPARA_EIv1.0_0442970","Conserved"
"TraesPARA_EIv1.0_0443790","Ambiguous"
"TraesPARA_EIv1.0_0443800","Conserved"
"TraesPARA_EIv1.0_0444320","Conserved"
"TraesPARA_EIv1.0_0446440","Conserved"
"TraesPARA_EIv1.0_0447480","Ambiguous"
"TraesPARA_EIv1.0_0448910","Conserved"
"TraesPARA_EIv1.0_0449560","Conserved"
"TraesPARA_EIv1.0_0449580","Conserved"
"TraesPARA_EIv1.0_0449770","Ambiguous"
"TraesPARA_EIv1.0_0453530","Conserved"
"TraesPARA_EIv1.0_0454350","Trans only"
"TraesPARA_EIv1.0_0454600","Ambiguous"
"TraesPARA_EIv1.0_0455090","Ambiguous"
"TraesPARA_EIv1.0_0455650","Ambiguous"
"TraesPARA_EIv1.0_0460560","Cis + trans"
"TraesPARA_EIv1.0_0462150","Ambiguous"
"TraesPARA_EIv1.0_0462160","Conserved"
"TraesPARA_EIv1.0_0462540","Conserved"
"TraesPARA_EIv1.0_0462550","Ambiguous"
"TraesPARA_EIv1.0_0462930","Ambiguous"
"TraesPARA_EIv1.0_0463300","Conserved"
"TraesPARA_EIv1.0_0463330","Conserved"
"TraesPARA_EIv1.0_0463570","Ambiguous"
"TraesPARA_EIv1.0_0463580","Ambiguous"
"TraesPARA_EIv1.0_0463590","Ambiguous"
"TraesPARA_EIv1.0_0463710","Ambiguous"
"TraesPARA_EIv1.0_0463720","Conserved"
"TraesPARA_EIv1.0_0464090","Conserved"
"TraesPARA_EIv1.0_0464300","Conserved"
"TraesPARA_EIv1.0_0464310","Conserved"
"TraesPARA_EIv1.0_0465460","Conserved"
"TraesPARA_EIv1.0_0465560","Conserved"
"TraesPARA_EIv1.0_0465960","Conserved"
"TraesPARA_EIv1.0_0466010","Ambiguous"
"TraesPARA_EIv1.0_0466100","Cis + trans"
"TraesPARA_EIv1.0_0466230","Trans only"
"TraesPARA_EIv1.0_0466520","Cis only"
"TraesPARA_EIv1.0_0467020","Ambiguous"
"TraesPARA_EIv1.0_0467260","Ambiguous"
"TraesPARA_EIv1.0_0467280","Conserved"
"TraesPARA_EIv1.0_0467470","Trans only"
"TraesPARA_EIv1.0_0467550","Ambiguous"
"TraesPARA_EIv1.0_0467560","Conserved"
"TraesPARA_EIv1.0_0467580","Trans only"
"TraesPARA_EIv1.0_0467590","Trans only"
"TraesPARA_EIv1.0_0468110","Trans only"
"TraesPARA_EIv1.0_0468190","Trans only"
"TraesPARA_EIv1.0_0468390","Ambiguous"
"TraesPARA_EIv1.0_0468400","Trans only"
"TraesPARA_EIv1.0_0468880","Ambiguous"
"TraesPARA_EIv1.0_0468990","Conserved"
"TraesPARA_EIv1.0_0469760","Ambiguous"
"TraesPARA_EIv1.0_0469830","Trans only"
"TraesPARA_EIv1.0_0470260","Trans only"
"TraesPARA_EIv1.0_0470850","Conserved"
"TraesPARA_EIv1.0_0471040","Cis only"
"TraesPARA_EIv1.0_0471650","Conserved"
"TraesPARA_EIv1.0_0472200","Conserved"
"TraesPARA_EIv1.0_0472210","Conserved"
"TraesPARA_EIv1.0_0472350","Conserved"
"TraesPARA_EIv1.0_0472530","Conserved"
"TraesPARA_EIv1.0_0472550","Conserved"
"TraesPARA_EIv1.0_0472650","Trans only"
"TraesPARA_EIv1.0_0472660","Conserved"
"TraesPARA_EIv1.0_0474000","Ambiguous"
"TraesPARA_EIv1.0_0474010","Ambiguous"
"TraesPARA_EIv1.0_0474020","Cis × trans"
"TraesPARA_EIv1.0_0474040","Trans only"
"TraesPARA_EIv1.0_0474130","Ambiguous"
"TraesPARA_EIv1.0_0474150","Ambiguous"
"TraesPARA_EIv1.0_0474300","Ambiguous"
"TraesPARA_EIv1.0_0474650","Conserved"
"TraesPARA_EIv1.0_0474660","Ambiguous"
"TraesPARA_EIv1.0_0475120","Conserved"
"TraesPARA_EIv1.0_0475230","Ambiguous"
"TraesPARA_EIv1.0_0475270","Conserved"
"TraesPARA_EIv1.0_0475460","Conserved"
"TraesPARA_EIv1.0_0475690","Trans only"
"TraesPARA_EIv1.0_0475780","Ambiguous"
"TraesPARA_EIv1.0_0475940","Conserved"
"TraesPARA_EIv1.0_0476000","Conserved"
"TraesPARA_EIv1.0_0476010","Ambiguous"
"TraesPARA_EIv1.0_0476300","Ambiguous"
"TraesPARA_EIv1.0_0476530","Conserved"
"TraesPARA_EIv1.0_0478070","Conserved"
"TraesPARA_EIv1.0_0478250","Ambiguous"
"TraesPARA_EIv1.0_0478720","Conserved"
"TraesPARA_EIv1.0_0478770","Ambiguous"
"TraesPARA_EIv1.0_0478800","Conserved"
"TraesPARA_EIv1.0_0479340","Trans only"
"TraesPARA_EIv1.0_0479560","Conserved"
"TraesPARA_EIv1.0_0479670","Trans only"
"TraesPARA_EIv1.0_0479850","Ambiguous"
"TraesPARA_EIv1.0_0480220","Conserved"
"TraesPARA_EIv1.0_0480230","Ambiguous"
"TraesPARA_EIv1.0_0480240","Ambiguous"
"TraesPARA_EIv1.0_0480550","Trans only"
"TraesPARA_EIv1.0_0480710","Trans only"
"TraesPARA_EIv1.0_0480720","Ambiguous"
"TraesPARA_EIv1.0_0480740","Cis + trans"
"TraesPARA_EIv1.0_0480750","Ambiguous"
"TraesPARA_EIv1.0_0480870","Cis + trans"
"TraesPARA_EIv1.0_0481250","Trans only"
"TraesPARA_EIv1.0_0481690","Cis + trans"
"TraesPARA_EIv1.0_0481870","Ambiguous"
"TraesPARA_EIv1.0_0481950","Conserved"
"TraesPARA_EIv1.0_0482340","Cis only"
"TraesPARA_EIv1.0_0482350","Ambiguous"
"TraesPARA_EIv1.0_0482790","Cis + trans"
"TraesPARA_EIv1.0_0482830","Ambiguous"
"TraesPARA_EIv1.0_0482840","Trans only"
"TraesPARA_EIv1.0_0483080","Ambiguous"
"TraesPARA_EIv1.0_0483090","Ambiguous"
"TraesPARA_EIv1.0_0483870","Trans only"
"TraesPARA_EIv1.0_0484970","Conserved"
"TraesPARA_EIv1.0_0484990","Conserved"
"TraesPARA_EIv1.0_0485700","Ambiguous"
"TraesPARA_EIv1.0_0485890","Conserved"
"TraesPARA_EIv1.0_0486200","Conserved"
"TraesPARA_EIv1.0_0486220","Ambiguous"
"TraesPARA_EIv1.0_0486250","Ambiguous"
"TraesPARA_EIv1.0_0486310","Conserved"
"TraesPARA_EIv1.0_0486440","Conserved"
"TraesPARA_EIv1.0_0486510","Ambiguous"
"TraesPARA_EIv1.0_0486860","Conserved"
"TraesPARA_EIv1.0_0486880","Trans only"
"TraesPARA_EIv1.0_0486890","Conserved"
"TraesPARA_EIv1.0_0486980","Ambiguous"
"TraesPARA_EIv1.0_0487260","Ambiguous"
"TraesPARA_EIv1.0_0487540","Cis + trans"
"TraesPARA_EIv1.0_0487760","Ambiguous"
"TraesPARA_EIv1.0_0487790","Conserved"
"TraesPARA_EIv1.0_0487860","Conserved"
"TraesPARA_EIv1.0_0487880","Conserved"
"TraesPARA_EIv1.0_0488320","Ambiguous"
"TraesPARA_EIv1.0_0488400","Conserved"
"TraesPARA_EIv1.0_0488420","Conserved"
"TraesPARA_EIv1.0_0488570","Ambiguous"
"TraesPARA_EIv1.0_0488720","Trans only"
"TraesPARA_EIv1.0_0489070","Ambiguous"
"TraesPARA_EIv1.0_0489260","Conserved"
"TraesPARA_EIv1.0_0489750","Ambiguous"
"TraesPARA_EIv1.0_0490950","Ambiguous"
"TraesPARA_EIv1.0_0491010","Ambiguous"
"TraesPARA_EIv1.0_0491190","Ambiguous"
"TraesPARA_EIv1.0_0491530","Ambiguous"
"TraesPARA_EIv1.0_0491590","Ambiguous"
"TraesPARA_EIv1.0_0491680","Conserved"
"TraesPARA_EIv1.0_0492180","Cis + trans"
"TraesPARA_EIv1.0_0492230","Ambiguous"
"TraesPARA_EIv1.0_0492730","Conserved"
"TraesPARA_EIv1.0_0492880","Ambiguous"
"TraesPARA_EIv1.0_0492890","Ambiguous"
"TraesPARA_EIv1.0_0492940","Conserved"
"TraesPARA_EIv1.0_0493060","Conserved"
"TraesPARA_EIv1.0_0493260","Conserved"
"TraesPARA_EIv1.0_0493280","Ambiguous"
"TraesPARA_EIv1.0_0493400","Conserved"
"TraesPARA_EIv1.0_0493410","Ambiguous"
"TraesPARA_EIv1.0_0493480","Ambiguous"
"TraesPARA_EIv1.0_0493580","Conserved"
"TraesPARA_EIv1.0_0493660","Trans only"
"TraesPARA_EIv1.0_0493680","Trans only"
"TraesPARA_EIv1.0_0493730","Ambiguous"
"TraesPARA_EIv1.0_0493760","Conserved"
"TraesPARA_EIv1.0_0493970","Conserved"
"TraesPARA_EIv1.0_0493980","Trans only"
"TraesPARA_EIv1.0_0494000","Ambiguous"
"TraesPARA_EIv1.0_0494030","Ambiguous"
"TraesPARA_EIv1.0_0494560","Conserved"
"TraesPARA_EIv1.0_0494580","Conserved"
"TraesPARA_EIv1.0_0494650","Conserved"
"TraesPARA_EIv1.0_0494690","Ambiguous"
"TraesPARA_EIv1.0_0494740","Ambiguous"
"TraesPARA_EIv1.0_0494770","Ambiguous"
"TraesPARA_EIv1.0_0494780","Ambiguous"
"TraesPARA_EIv1.0_0494840","Conserved"
"TraesPARA_EIv1.0_0494870","Ambiguous"
"TraesPARA_EIv1.0_0495050","Ambiguous"
"TraesPARA_EIv1.0_0495270","Ambiguous"
"TraesPARA_EIv1.0_0495290","Conserved"
"TraesPARA_EIv1.0_0495320","Conserved"
"TraesPARA_EIv1.0_0495450","Ambiguous"
"TraesPARA_EIv1.0_0495470","Ambiguous"
"TraesPARA_EIv1.0_0495660","Conserved"
"TraesPARA_EIv1.0_0495750","Ambiguous"
"TraesPARA_EIv1.0_0495760","Conserved"
"TraesPARA_EIv1.0_0495850","Ambiguous"
"TraesPARA_EIv1.0_0496810","Ambiguous"
"TraesPARA_EIv1.0_0497290","Ambiguous"
"TraesPARA_EIv1.0_0497360","Ambiguous"
"TraesPARA_EIv1.0_0497560","Ambiguous"
"TraesPARA_EIv1.0_0497580","Conserved"
"TraesPARA_EIv1.0_0497910","Conserved"
"TraesPARA_EIv1.0_0498060","Conserved"
"TraesPARA_EIv1.0_0498180","Trans only"
"TraesPARA_EIv1.0_0498190","Compensatory"
"TraesPARA_EIv1.0_0498230","Ambiguous"
"TraesPARA_EIv1.0_0498350","Conserved"
"TraesPARA_EIv1.0_0499090","Conserved"
"TraesPARA_EIv1.0_0499250","Cis × trans"
"TraesPARA_EIv1.0_0499680","Ambiguous"
"TraesPARA_EIv1.0_0500470","Ambiguous"
