"gene","category"
"TraesCS2A03G1283200","Ambiguous"
"TraesCS2A03G1283300","Ambiguous"
"TraesCS2A03G1285500","Ambiguous"
"TraesCS2A03G1287000","Ambiguous"
"TraesCS2A03G1288600","Trans only"
"TraesCS2A03G1292000","Cis + trans"
"TraesCS2A03G1293000","Ambiguous"
"TraesCS2A03G1293100","Conserved"
"TraesCS2A03G1295700","Ambiguous"
"TraesCS2A03G1299100","Trans only"
"TraesCS2A03G1299200","Compensatory"
"TraesCS2A03G1300500","Conserved"
"TraesCS2A03G1301600","Conserved"
"TraesCS2A03G1302200","Conserved"
"TraesCS2A03G1305000","Ambiguous"
"TraesCS2A03G1307900","Ambiguous"
"TraesCS2A03G1308200","Conserved"
"TraesCS2A03G1308700","Ambiguous"
"TraesCS2A03G1308900","Conserved"
"TraesCS2A03G1309000","Conserved"
"TraesCS2A03G1309700","Ambiguous"
"TraesCS2A03G1310800","Ambiguous"
"TraesCS2A03G1311300","Trans only"
"TraesCS2A03G1313500","Ambiguous"
"TraesCS2A03G1320000","Conserved"
"TraesCS2A03G1320500","Ambiguous"
"TraesCS2A03G1324400","Trans only"
"TraesCS2A03G1330400","Ambiguous"
"TraesCS2A03G1343700","Ambiguous"
"TraesCS2A03G1344800","Ambiguous"
"TraesCS2A03G1345300","Ambiguous"
"TraesCS2A03G1348400","Ambiguous"
"TraesCS2A03G1350700","Ambiguous"
"TraesCS2A03G1353300","Trans only"
"TraesCS2A03G1353600","Cis + trans"
"TraesCS2A03G1356900","Trans only"
"TraesCS2A03G1357200","Compensatory"
"TraesCS2A03G1357400","Cis + trans"
"TraesCS2A03G1357600","Ambiguous"
"TraesCS2A03G1358800","Cis + trans"
"TraesCS2A03G1360500","Ambiguous"
"TraesCS2A03G1365200","Ambiguous"
"TraesCS2A03G1365300","Ambiguous"
"TraesCS2A03G1365800","Cis only"
"TraesCS2A03G1366200","Ambiguous"
"TraesCS2A03G1367200","Ambiguous"
"TraesCS2A03G1367300","Ambiguous"
"TraesCS2A03G1367400","Ambiguous"
"TraesCS2A03G1372000","Ambiguous"
"TraesCS2A03G0660500","Trans only"
"TraesCS2A03G0661000","Ambiguous"
"TraesCS2A03G0661500","Ambiguous"
"TraesCS2A03G0661600","Conserved"
"TraesCS2A03G0663100","Conserved"
"TraesCS2A03G0664500","Trans only"
"TraesCS2A03G0667300","Conserved"
"TraesCS2A03G0673900","Conserved"
"TraesCS2A03G0674900","Ambiguous"
"TraesCS2A03G0675500","Conserved"
"TraesCS2A03G0676100","Conserved"
"TraesCS2A03G0677500","Conserved"
"TraesCS2A03G0678600","Ambiguous"
"TraesCS2A03G0679100","Ambiguous"
"TraesCS2A03G0679200","Conserved"
"TraesCS2A03G0680900","Conserved"
"TraesCS2A03G0684000","Ambiguous"
"TraesCS2A03G0687300","Ambiguous"
"TraesCS2A03G0692200","Ambiguous"
"TraesCS2A03G0692900","Conserved"
"TraesCS2A03G0694200","Ambiguous"
"TraesCS2A03G0694900","Conserved"
"TraesCS2A03G0697200","Ambiguous"
"TraesCS2A03G0697300","Conserved"
"TraesCS2A03G0699000","Ambiguous"
"TraesCS2A03G0701900","Compensatory"
"TraesCS2A03G0702800","Ambiguous"
"TraesCS2A03G0625100","Conserved"
"TraesCS2A03G0705500","Ambiguous"
"TraesCS2A03G0708200","Conserved"
"TraesCS2A03G0709500","Conserved"
"TraesCS2A03G0709800","Ambiguous"
"TraesCS2A03G0713500","Ambiguous"
"TraesCS2A03G0714700","Conserved"
"TraesCS2B03G0304900","Ambiguous"
"TraesCS2B03G0308400","Conserved"
"TraesCS2B03G0317600","Trans only"
"TraesCS2B03G0331600","Ambiguous"
"TraesCS2B03G0331900","Trans only"
"TraesCS2B03G0332400","Conserved"
"TraesCS2B03G0336600","Conserved"
"TraesCS2B03G0342900","Conserved"
"TraesCS2B03G0343000","Conserved"
"TraesCS2B03G0343400","Ambiguous"
"TraesCS2B03G0348200","Conserved"
"TraesCS2B03G0352600","Ambiguous"
"TraesCS2B03G0357000","Conserved"
"TraesCS2B03G0359900","Ambiguous"
"TraesCS2B03G0360700","Conserved"
"TraesCS2B03G0362200","Trans only"
"TraesCS2B03G0365900","Ambiguous"
"TraesCS2B03G0366400","Trans only"
"TraesCS2B03G0367700","Ambiguous"
"TraesCS2B03G0368400","Compensatory"
"TraesCS2B03G0374100","Ambiguous"
"TraesCS2B03G0050700","Ambiguous"
"TraesCS2B03G0378900","Ambiguous"
"TraesCS2B03G0381400","Conserved"
"TraesCS2B03G0383400","Ambiguous"
"TraesCS2B03G0383500","Ambiguous"
"TraesCS2B03G0383800","Conserved"
"TraesCS2B03G0383900","Conserved"
"TraesCS2B03G0386400","Conserved"
"TraesCS2B03G0388700","Conserved"
"TraesCS2B03G0388800","Ambiguous"
"TraesCS2B03G0388900","Ambiguous"
"TraesCS2B03G0390300","Conserved"
"TraesCS2B03G0393200","Cis + trans"
"TraesCS2B03G0396600","Trans only"
"TraesCS2B03G0397100","Trans only"
"TraesCS2B03G0403600","Ambiguous"
"TraesCS2B03G0056300","Ambiguous"
"TraesCS2B03G0421100","Ambiguous"
"TraesCS2B03G0421200","Conserved"
"TraesCS2B03G0422000","Conserved"
"TraesCS2B03G0422200","Ambiguous"
"TraesCS2B03G0425100","Conserved"
"TraesCS2B03G0426100","Ambiguous"
"TraesCS2B03G0426500","Conserved"
"TraesCS2B03G0427400","Compensatory"
"TraesCS2B03G0428200","Conserved"
"TraesCS2B03G0431200","Ambiguous"
"TraesCS2B03G0432300","Conserved"
"TraesCS2B03G0433700","Ambiguous"
"TraesCS2B03G0434400","Ambiguous"
"TraesCS2B03G0436800","Conserved"
"TraesCS2B03G0437700","Ambiguous"
"TraesCS2B03G0441100","Ambiguous"
"TraesCS2B03G0442800","Cis + trans"
"TraesCS2B03G0449500","Conserved"
"TraesCS2B03G0449600","Conserved"
"TraesCS2B03G0452300","Ambiguous"
"TraesCS2B03G0452400","Ambiguous"
"TraesCS2B03G0455000","Conserved"
"TraesCS2B03G0455100","Trans only"
"TraesCS2B03G0455700","Conserved"
"TraesCS2B03G0455900","Conserved"
"TraesCS2B03G0456000","Ambiguous"
"TraesCS2B03G0456400","Ambiguous"
"TraesCS2B03G0456900","Trans only"
"TraesCS2B03G0457600","Conserved"
"TraesCS2B03G0458500","Conserved"
"TraesCS2B03G0463700","Conserved"
"TraesCS2B03G0464000","Conserved"
"TraesCS2B03G0467200","Conserved"
"TraesCS2B03G0471700","Conserved"
"TraesCS2B03G0476900","Conserved"
"TraesCS2B03G0477700","Conserved"
"TraesCS2B03G0478200","Ambiguous"
"TraesCS2B03G0478500","Conserved"
"TraesCS2B03G0478800","Cis + trans"
"TraesCS2B03G0478900","Trans only"
"TraesCS2B03G0480300","Conserved"
"TraesCS2B03G0483000","Conserved"
"TraesCS2B03G0485200","Ambiguous"
"TraesCS2B03G0486400","Conserved"
"TraesCS2B03G0488900","Ambiguous"
"TraesCS2B03G0489100","Ambiguous"
"TraesCS2B03G0491200","Conserved"
"TraesCS2B03G0491900","Conserved"
"TraesCS2B03G0492100","Conserved"
"TraesCS2B03G0492900","Cis only"
"TraesCS2B03G0503200","Conserved"
"TraesCS2B03G0503500","Ambiguous"
"TraesCS2B03G0079300","Ambiguous"
"TraesCS2B03G0082700","Conserved"
"TraesCS2B03G0517600","Trans only"
"TraesCS2B03G0518600","Conserved"
"TraesCS2B03G0520100","Ambiguous"
"TraesCS2B03G0520900","Cis + trans"
"TraesCS2B03G0521100","Cis + trans"
"TraesCS2B03G0522100","Ambiguous"
"TraesCS2B03G0522200","Conserved"
"TraesCS2B03G0522400","Ambiguous"
"TraesCS2B03G0522600","Conserved"
"TraesCS2B03G0523400","Ambiguous"
"TraesCS2B03G0525800","Ambiguous"
"TraesCS2B03G0526000","Ambiguous"
"TraesCS2B03G0526100","Ambiguous"
"TraesCS2B03G0526500","Conserved"
"TraesCS2B03G0085100","Conserved"
"TraesCS2B03G0527200","Ambiguous"
"TraesCS2B03G0528500","Ambiguous"
"TraesCS2B03G0528800","Ambiguous"
"TraesCS2B03G0530500","Conserved"
"TraesCS2B03G0531700","Conserved"
"TraesCS2B03G0531900","Ambiguous"
"TraesCS2B03G0532100","Conserved"
"TraesCS2B03G0532800","Conserved"
"TraesCS2B03G0086900","Trans only"
"TraesCS2B03G0535000","Conserved"
"TraesCS2B03G0541900","Ambiguous"
"TraesCS2B03G0544300","Ambiguous"
"TraesCS2B03G0557200","Ambiguous"
"TraesCS2B03G0558200","Ambiguous"
"TraesCS2B03G0562200","Conserved"
"TraesCS2B03G0562400","Conserved"
"TraesCS2B03G0563500","Conserved"
"TraesCS2B03G0566600","Conserved"
"TraesCS2B03G0091900","Conserved"
"TraesCS2B03G0570900","Conserved"
"TraesCS2B03G0572300","Ambiguous"
"TraesCS2B03G0575400","Ambiguous"
"TraesCS2B03G0576400","Trans only"
"TraesCS2B03G0576900","Conserved"
"TraesCS2B03G0577800","Conserved"
"TraesCS2B03G0579800","Cis only"
"TraesCS2B03G0580300","Conserved"
"TraesCS2B03G0580800","Conserved"
"TraesCS2B03G0581400","Conserved"
"TraesCS2B03G0581600","Conserved"
"TraesCS2B03G0582000","Conserved"
"TraesCS2B03G0582800","Conserved"
"TraesCS2B03G0601800","Ambiguous"
"TraesCS2B03G0607100","Ambiguous"
"TraesCS2B03G0609700","Ambiguous"
"TraesCS2B03G0108700","Ambiguous"
"TraesCS2B03G0113800","Conserved"
"TraesCS2B03G0122600","Conserved"
"TraesCS2B03G0124700","Ambiguous"
"TraesCS2B03G0125700","Ambiguous"
"TraesCS2B03G0640900","Conserved"
"TraesCS2B03G0647200","Conserved"
"TraesCS2B03G0000100","Conserved"
"TraesCS2B03G0677400","Conserved"
"TraesCS2B03G0699900","Ambiguous"
"TraesCS2B03G0701500","Ambiguous"
"TraesCS2B03G0723900","Conserved"
"TraesCS2B03G0171700","Conserved"
"TraesCS2B03G0172000","Conserved"
"TraesCS2B03G0172800","Trans only"
"TraesCS2B03G0178800","Ambiguous"
"TraesCS2B03G0179300","Conserved"
"TraesCS2B03G0179600","Conserved"
"TraesCS2B03G0189800","Conserved"
"TraesCS2B03G0190600","Conserved"
"TraesCS2B03G0194500","Compensatory"
"TraesCS2B03G0197800","Conserved"
"TraesCS2B03G0297300","Conserved"
"TraesCS2B03G0297800","Conserved"
"TraesCS2B03G0299300","Conserved"
"TraesCS2B03G0302100","Cis only"
"TraesCS2B03G0304300","Ambiguous"
"TraesCS2B03G0906400","Ambiguous"
"TraesCS2B03G0922700","Ambiguous"
"TraesCS2B03G0930700","Conserved"
"TraesCS2B03G0937100","Conserved"
"TraesCS2B03G0944400","Ambiguous"
"TraesCS2B03G0946000","Conserved"
"TraesCS2B03G0952500","Ambiguous"
"TraesCS2B03G0952800","Conserved"
"TraesCS2B03G0955700","Ambiguous"
"TraesCS2B03G0958400","Conserved"
"TraesCS2B03G0958900","Ambiguous"
"TraesCS2B03G0960000","Ambiguous"
"TraesCS2B03G0962700","Conserved"
"TraesCS2B03G0962800","Ambiguous"
"TraesCS2B03G0965200","Conserved"
"TraesCS2B03G0965300","Ambiguous"
"TraesCS2B03G0966100","Conserved"
"TraesCS2B03G0966300","Ambiguous"
"TraesCS2B03G0967600","Ambiguous"
"TraesCS2B03G0967800","Ambiguous"
"TraesCS2B03G0968000","Ambiguous"
"TraesCS2B03G0968500","Ambiguous"
"TraesCS2B03G0969100","Ambiguous"
"TraesCS2B03G0969500","Ambiguous"
"TraesCS2B03G0973700","Conserved"
"TraesCS2B03G0988500","Conserved"
"TraesCS2B03G0995500","Ambiguous"
"TraesCS2B03G0997100","Ambiguous"
"TraesCS2B03G0998500","Conserved"
"TraesCS2B03G0999500","Conserved"
"TraesCS2B03G1004500","Conserved"
"TraesCS2B03G1005100","Ambiguous"
"TraesCS2B03G1006100","Ambiguous"
"TraesCS2B03G1009100","Conserved"
"TraesCS2B03G1009400","Cis only"
"TraesCS2B03G1010800","Conserved"
"TraesCS2B03G1013400","Ambiguous"
"TraesCS2B03G1017100","Ambiguous"
"TraesCS2B03G1029600","Conserved"
"TraesCS2B03G1030000","Ambiguous"
"TraesCS2B03G1030400","Conserved"
"TraesCS2B03G1030900","Conserved"
"TraesCS2B03G1032000","Conserved"
"TraesCS2B03G1033300","Ambiguous"
"TraesCS2B03G1033400","Conserved"
"TraesCS2B03G1033800","Conserved"
"TraesCS2B03G1034000","Ambiguous"
"TraesCS2B03G1036800","Conserved"
"TraesCS2B03G1038000","Conserved"
"TraesCS2B03G1039500","Conserved"
"TraesCS2B03G1040500","Ambiguous"
"TraesCS2B03G1040700","Conserved"
"TraesCS2B03G1041200","Conserved"
"TraesCS2B03G1041400","Conserved"
"TraesCS2B03G1042400","Conserved"
"TraesCS2B03G1043800","Ambiguous"
"TraesCS2B03G1044500","Conserved"
"TraesCS2B03G1045500","Ambiguous"
"TraesCS2B03G1045600","Conserved"
"TraesCS2B03G1047700","Compensatory"
"TraesCS2B03G1055300","Conserved"
"TraesCS2B03G1056300","Ambiguous"
"TraesCS2B03G1056500","Conserved"
"TraesCS2B03G1058100","Trans only"
"TraesCS2B03G1058200","Conserved"
"TraesCS2B03G1058700","Conserved"
"TraesCS2B03G1060400","Conserved"
"TraesCS2B03G1060500","Conserved"
"TraesCS2B03G1061700","Ambiguous"
"TraesCS2B03G1062100","Conserved"
"TraesCS2B03G1066100","Conserved"
"TraesCS2B03G1068300","Ambiguous"
"TraesCS2B03G1068800","Conserved"
"TraesCS2B03G1069200","Conserved"
"TraesCS2B03G1069500","Ambiguous"
"TraesCS2B03G1070700","Ambiguous"
"TraesCS2B03G1073100","Trans only"
"TraesCS2B03G1073300","Conserved"
"TraesCS2B03G1082100","Conserved"
"TraesCS2B03G1082300","Conserved"
"TraesCS2B03G1082400","Ambiguous"
"TraesCS2B03G1082900","Conserved"
"TraesCS2B03G1083100","Ambiguous"
"TraesCS2B03G1086000","Ambiguous"
"TraesCS2B03G1090300","Ambiguous"
"TraesCS2B03G1093200","Conserved"
"TraesCS2B03G1093500","Ambiguous"
"TraesCS2B03G1094600","Ambiguous"
"TraesCS2B03G1095000","Ambiguous"
"TraesCS2B03G1095600","Ambiguous"
"TraesCS2B03G1097600","Conserved"
"TraesCS2B03G1098200","Ambiguous"
"TraesCS2B03G1099100","Ambiguous"
"TraesCS2B03G1101200","Ambiguous"
"TraesCS2B03G1102600","Conserved"
"TraesCS2B03G0783600","Ambiguous"
"TraesCS2B03G1103500","Ambiguous"
"TraesCS2B03G1118900","Ambiguous"
"TraesCS2B03G1120600","Ambiguous"
"TraesCS2B03G1120900","Compensatory"
"TraesCS2B03G0784700","Ambiguous"
"TraesCS2B03G0784800","Ambiguous"
"TraesCS2B03G1128600","Conserved"
"TraesCS2B03G1129300","Ambiguous"
"TraesCS2B03G1130900","Conserved"
"TraesCS2B03G1131500","Ambiguous"
"TraesCS2B03G0785200","Ambiguous"
"TraesCS2B03G0785300","Conserved"
"TraesCS2B03G1135100","Ambiguous"
"TraesCS2B03G1137600","Ambiguous"
"TraesCS2B03G1137800","Conserved"
"TraesCS2B03G1138000","Ambiguous"
"TraesCS2B03G1138100","Conserved"
"TraesCS2B03G1138600","Conserved"
"TraesCS2B03G1138900","Ambiguous"
"TraesCS2B03G1144600","Cis only"
"TraesCS2B03G1144900","Cis + trans"
"TraesCS2B03G1146400","Conserved"
"TraesCS2B03G1148300","Conserved"
"TraesCS2B03G1149700","Conserved"
"TraesCS2B03G1152000","Conserved"
"TraesCS2B03G1152100","Ambiguous"
"TraesCS2B03G1152400","Conserved"
"TraesCS2B03G1152500","Ambiguous"
"TraesCS2B03G1152700","Ambiguous"
"TraesCS2B03G1155800","Conserved"
"TraesCS2B03G1156900","Ambiguous"
"TraesCS2B03G1157000","Ambiguous"
"TraesCS2B03G1157700","Ambiguous"
"TraesCS2B03G1159800","Ambiguous"
"TraesCS2B03G1160400","Conserved"
"TraesCS2B03G1161100","Cis + trans"
"TraesCS2B03G1162800","Conserved"
"TraesCS2B03G1162900","Ambiguous"
"TraesCS2B03G1168200","Conserved"
"TraesCS2B03G1169000","Conserved"
"TraesCS2B03G1171700","Conserved"
"TraesCS2B03G1173900","Conserved"
"TraesCS2B03G0787100","Conserved"
"TraesCS2B03G0787700","Ambiguous"
"TraesCS2B03G0788200","Conserved"
"TraesCS2B03G0788700","Conserved"
"TraesCS2B03G0789000","Ambiguous"
"TraesCS2B03G1203800","Ambiguous"
"TraesCS2B03G1204100","Ambiguous"
"TraesCS2B03G1204400","Ambiguous"
"TraesCS2B03G0789800","Ambiguous"
"TraesCS2B03G1205200","Trans only"
"TraesCS2B03G1206500","Ambiguous"
"TraesCS2B03G1206800","Ambiguous"
"TraesCS2B03G1207400","Conserved"
"TraesCS2B03G1212800","Conserved"
"TraesCS2B03G0790800","Ambiguous"
"TraesCS2B03G1223800","Compensatory"
"TraesCS2B03G1225600","Trans only"
"TraesCS2B03G1225800","Cis only"
"TraesCS2B03G1225900","Cis + trans"
"TraesCS2B03G0791200","Conserved"
"TraesCS2B03G1233400","Cis only"
"TraesCS2B03G1233700","Ambiguous"
"TraesCS2B03G1234100","Ambiguous"
"TraesCS2B03G1235600","Ambiguous"
"TraesCS2B03G1235700","Ambiguous"
"TraesCS2B03G1237500","Cis only"
"TraesCS2B03G1238700","Ambiguous"
"TraesCS2B03G1238800","Ambiguous"
"TraesCS2B03G1239500","Conserved"
"TraesCS2B03G1245100","Conserved"
"TraesCS2B03G1246800","Conserved"
"TraesCS2B03G1252700","Ambiguous"
"TraesCS2B03G1256900","Compensatory"
"TraesCS2B03G1257700","Cis + trans"
"TraesCS2B03G1269100","Trans only"
"TraesCS2B03G1269500","Ambiguous"
"TraesCS2B03G0792100","Trans only"
"TraesCS2B03G1271300","Conserved"
"TraesCS2B03G1274400","Ambiguous"
"TraesCS2B03G1276300","Ambiguous"
"TraesCS2B03G1277300","Ambiguous"
"TraesCS2B03G1282700","Ambiguous"
"TraesCS2B03G1283600","Conserved"
"TraesCS2B03G1283700","Trans only"
"TraesCS2B03G1293200","Ambiguous"
"TraesCS2B03G1294900","Conserved"
"TraesCS2B03G1295000","Ambiguous"
"TraesCS2B03G1296000","Conserved"
"TraesCS2B03G1298000","Ambiguous"
"TraesCS2B03G0793300","Ambiguous"
"TraesCS2B03G1299700","Conserved"
"TraesCS2B03G1302900","Ambiguous"
"TraesCS2B03G1304900","Cis + trans"
"TraesCS2B03G1305300","Ambiguous"
"TraesCS2B03G0793700","Conserved"
"TraesCS2B03G1305800","Ambiguous"
"TraesCS2B03G1305900","Compensatory"
"TraesCS2B03G1306200","Ambiguous"
"TraesCS2B03G1306300","Conserved"
"TraesCS2B03G1306600","Conserved"
"TraesCS2B03G1307000","Conserved"
"TraesCS2B03G1307900","Conserved"
"TraesCS2B03G1308200","Conserved"
"TraesCS2B03G1313600","Ambiguous"
"TraesCS2B03G1314000","Ambiguous"
"TraesCS2B03G1316900","Conserved"
"TraesCS2B03G1317600","Ambiguous"
"TraesCS2B03G1317800","Ambiguous"
"TraesCS2B03G1319300","Conserved"
"TraesCS2B03G1320000","Conserved"
"TraesCS2B03G1320800","Conserved"
"TraesCS2B03G1322000","Conserved"
"TraesCS2B03G1322200","Conserved"
"TraesCS2B03G1325700","Conserved"
"TraesCS2B03G1326100","Ambiguous"
"TraesCS2B03G1326200","Ambiguous"
"TraesCS2B03G1328200","Conserved"
"TraesCS2B03G1333400","Ambiguous"
"TraesCS2B03G1334300","Cis + trans"
"TraesCS2B03G1339200","Conserved"
"TraesCS2B03G1339700","Ambiguous"
"TraesCS2B03G1339900","Ambiguous"
"TraesCS2B03G1343300","Ambiguous"
"TraesCS2B03G1346000","Ambiguous"
"TraesCS2B03G1346400","Compensatory"
"TraesCS2B03G1367900","Ambiguous"
"TraesCS2B03G1371300","Cis + trans"
"TraesCS2B03G1372600","Ambiguous"
"TraesCS2B03G1374000","Conserved"
"TraesCS2B03G1375500","Ambiguous"
"TraesCS2B03G1379100","Conserved"
"TraesCS2B03G1379400","Conserved"
"TraesCS2B03G1380500","Ambiguous"
"TraesCS2B03G1380700","Ambiguous"
"TraesCS2B03G1383200","Trans only"
"TraesCS2B03G1388000","Cis + trans"
"TraesCS2B03G1389000","Cis + trans"
"TraesCS2B03G1389100","Cis + trans"
"TraesCS2B03G1389200","Conserved"
"TraesCS2B03G1392500","Ambiguous"
"TraesCS2B03G1393100","Conserved"
"TraesCS2B03G1396700","Ambiguous"
"TraesCS2B03G1396900","Conserved"
"TraesCS2B03G1397100","Conserved"
"TraesCS2B03G1400600","Conserved"
"TraesCS2B03G1401300","Ambiguous"
"TraesCS2B03G1402100","Conserved"
"TraesCS2B03G1408300","Conserved"
"TraesCS2B03G1408600","Conserved"
"TraesCS2B03G0796600","Conserved"
"TraesCS2B03G1422400","Cis + trans"
"TraesCS2B03G1425700","Ambiguous"
"TraesCS2B03G1425800","Conserved"
"TraesCS2B03G1427300","Ambiguous"
"TraesCS2B03G1427400","Ambiguous"
"TraesCS2B03G1428300","Conserved"
"TraesCS2B03G1428500","Cis + trans"
"TraesCS2B03G1428700","Conserved"
"TraesCS2B03G1430300","Cis + trans"
"TraesCS2B03G1430400","Ambiguous"
"TraesCS2B03G1431800","Conserved"
"TraesCS2B03G1432400","Trans only"
"TraesCS2B03G1432500","Conserved"
"TraesCS2B03G1435300","Cis + trans"
"TraesCS2B03G1436100","Cis + trans"
"TraesCS2B03G1437400","Conserved"
"TraesCS2B03G1439700","Cis + trans"
"TraesCS2B03G1441800","Cis + trans"
"TraesCS2B03G1443300","Trans only"
"TraesCS2B03G1444300","Conserved"
"TraesCS2B03G1445000","Trans only"
"TraesCS2B03G1445100","Trans only"
"TraesCS2B03G1445600","Conserved"
"TraesCS2B03G1446000","Trans only"
"TraesCS2B03G1446100","Trans only"
"TraesCS2B03G1447100","Ambiguous"
"TraesCS2B03G1452700","Ambiguous"
"TraesCS2B03G1452800","Cis only"
"TraesCS2B03G0797800","Conserved"
"TraesCS2B03G1457000","Ambiguous"
"TraesCS2B03G0797900","Conserved"
"TraesCS2B03G1458200","Cis + trans"
"TraesCS2B03G1461700","Cis + trans"
"TraesCS2B03G1463600","Trans only"
"TraesCS2B03G1468500","Ambiguous"
"TraesCS2B03G1468800","Conserved"
"TraesCS2B03G1470000","Cis + trans"
"TraesCS2B03G1473200","Ambiguous"
"TraesCS2B03G1474500","Trans only"
"TraesCS2B03G0799600","Conserved"
"TraesCS2B03G1487700","Ambiguous"
"TraesCS2B03G1489700","Conserved"
"TraesCS2B03G1489800","Ambiguous"
"TraesCS2B03G1492100","Ambiguous"
"TraesCS2B03G1492200","Conserved"
"TraesCS2B03G1494000","Trans only"
"TraesCS2B03G1494800","Conserved"
"TraesCS2B03G1499000","Conserved"
"TraesCS2B03G1499400","Conserved"
"TraesCS2B03G1501600","Conserved"
"TraesCS2B03G1505400","Ambiguous"
"TraesCS2B03G1505700","Conserved"
"TraesCS2B03G1509500","Ambiguous"
"TraesCS2B03G1510100","Ambiguous"
"TraesCS2B03G1511100","Ambiguous"
"TraesCS2B03G1511400","Ambiguous"
"TraesCS2B03G1512100","Trans only"
"TraesCS2B03G1512400","Compensatory"
"TraesCS2B03G1512500","Compensatory"
"TraesCS2B03G1512700","Ambiguous"
"TraesCS2B03G0800500","Ambiguous"
"TraesCS2B03G0800700","Conserved"
"TraesCS2B03G1526300","Ambiguous"
"TraesCS2B03G1526400","Conserved"
"TraesCS2B03G1527800","Conserved"
"TraesCS2B03G1529700","Conserved"
"TraesCS2B03G1531500","Conserved"
"TraesCS2B03G1534400","Conserved"
"TraesCS2B03G0800800","Ambiguous"
"TraesCS2B03G1538000","Ambiguous"
"TraesCS2B03G1540700","Ambiguous"
"TraesCS2B03G1545100","Trans only"
"TraesCS2B03G1548900","Compensatory"
"TraesCS2B03G1551600","Trans only"
"TraesCS2B03G1554600","Ambiguous"
"TraesCS2B03G1555300","Ambiguous"
"TraesCS2B03G1557000","Cis + trans"
"TraesCS2B03G1558600","Trans only"
"TraesCS2B03G1558800","Cis only"
"TraesCS2B03G1560200","Conserved"
"TraesCS2B03G1562400","Compensatory"
"TraesCS2B03G1568400","Ambiguous"
"TraesCS2B03G1568600","Ambiguous"
"TraesCS2B03G1568700","Ambiguous"
"TraesCS2B03G1568900","Trans only"
"TraesCS2B03G1572500","Conserved"
"TraesCS2B03G1573300","Compensatory"
"TraesCS2B03G1574800","Trans only"
"TraesCS2B03G1576800","Cis only"
"TraesCS2B03G1578100","Trans only"
"TraesCS2B03G0801700","Ambiguous"
"TraesCS2B03G0802000","Conserved"
"TraesCS2B03G0802300","Ambiguous"
"TraesCS2B03G0803000","Trans only"
"TraesCS2B03G0803300","Conserved"
"TraesCS2B03G0803400","Conserved"
"TraesCS2B03G0803900","Ambiguous"
"TraesCS2B03G0804000","Conserved"
"TraesCS2B03G0754200","Conserved"
"TraesCS2B03G0821500","Conserved"
"TraesCS2B03G0822600","Ambiguous"
"TraesCS2B03G0822900","Conserved"
"TraesCS2B03G0823300","Conserved"
"TraesCS2B03G0823400","Ambiguous"
"TraesCS2B03G0825600","Conserved"
"TraesCS2B03G0825800","Ambiguous"
"TraesCS2B03G0825900","Cis + trans"
"TraesCS2B03G0829200","Ambiguous"
"TraesCS2B03G0849300","Ambiguous"
"TraesCS2B03G0873700","Ambiguous"
"TraesCS2B03G0887400","Ambiguous"
"TraesCS2B03G0889000","Ambiguous"
"TraesCS2D03G0324300","Conserved"
"TraesCS2D03G0344900","Conserved"
"TraesCS2D03G0353400","Ambiguous"
"TraesCS2D03G0052700","Ambiguous"
"TraesCS2D03G0356800","Ambiguous"
"TraesCS2D03G0053100","Compensatory"
"TraesCS2D03G0361500","Ambiguous"
"TraesCS2D03G0055100","Trans only"
"TraesCS2D03G0055600","Ambiguous"
"TraesCS2D03G0368800","Ambiguous"
"TraesCS2D03G0377200","Ambiguous"
"TraesCS2D03G0059300","Conserved"
"TraesCS2D03G0059400","Ambiguous"
"TraesCS2D03G0060400","Conserved"
"TraesCS2D03G0060900","Ambiguous"
"TraesCS2D03G0061200","Ambiguous"
"TraesCS2D03G0072500","Cis + trans"
"TraesCS2D03G0072700","Ambiguous"
"TraesCS2D03G0074200","Conserved"
"TraesCS2D03G0074400","Ambiguous"
"TraesCS2D03G0074500","Conserved"
"TraesCS2D03G0075200","Conserved"
"TraesCS2D03G0075300","Ambiguous"
"TraesCS2D03G0075400","Cis + trans"
"TraesCS2D03G0076400","Conserved"
"TraesCS2D03G0454300","Conserved"
"TraesCS2D03G0479800","Ambiguous"
"TraesCS2D03G0487600","Ambiguous"
"TraesCS2D03G0512400","Ambiguous"
"TraesCS2D03G0107300","Ambiguous"
"TraesCS2D03G0107600","Cis only"
"TraesCS2D03G0108700","Conserved"
"TraesCS2D03G0124300","Conserved"
"TraesCS2D03G0125300","Ambiguous"
"TraesCS2D03G0125500","Conserved"
"TraesCS2D03G0570500","Ambiguous"
"TraesCS2D03G0127800","Ambiguous"
"TraesCS2D03G0127900","Conserved"
"TraesCS2D03G0128700","Ambiguous"
"TraesCS2D03G0128800","Conserved"
"TraesCS2D03G0128900","Conserved"
"TraesCS2D03G0129100","Conserved"
"TraesCS2D03G0583500","Ambiguous"
"TraesCS2D03G0587000","Ambiguous"
"TraesCS2D03G0136200","Conserved"
"TraesCS2D03G0606700","Conserved"
"TraesCS2D03G0140800","Ambiguous"
"TraesCS2D03G0612400","Conserved"
"TraesCS2D03G0614200","Ambiguous"
"TraesCS2D03G0150300","Conserved"
"TraesCS2D03G0013000","Conserved"
"TraesCS2D03G0193800","Ambiguous"
"TraesCS2D03G0220600","Ambiguous"
"TraesCS2D03G0238000","Ambiguous"
"TraesCS2D03G0239800","Conserved"
